Year,ECD3_bp,temp_anomaly
-70718,72742.74,-7.66
-70777,72801.26,-7.6
-70835,72859.02,-7.63
-70892,72916.85,-7.42
-70949,72973.48,-7.17
-71005,73029.6,-7.66
-71061,73085.97,-6.58
-71116,73140.1,-6.89
-71169,73193.42,-6.51
-71222,73246.02,-6.45
-71275,73299.09,-7.55
-71330,73354.54,-6.16
-71382,73406.7,-7.1
-71437,73461.26,-6.45
-71489,73513.54,-7.39
-71545,73569.48,-5.53
-71594,73618.63,-6.91
-71648,73672.15,-6.23
-71699,73723.64,-6.23
-71750,73774.62,-6.11
-71801,73825.65,-6.62
-71853,73877.73,-6.04
-71904,73928.45,-5.97
-71952,73976.83,-4.21
-71997,74021.32,-5.39
-72044,74068.03,-5.52
-72091,74115.9,-5.56
-72139,74163.9,-4.83
-72185,74209.2,-5.7
-72232,74256.82,-4.51
-72277,74301.62,-5.06
-72323,74347.88,-5.86
-72371,74395.52,-4.92
-72418,74442.17,-5.15
-72464,74488.06,-4.97
-72509,74533.32,-4.47
-72552,74576.55,-3.52
-72593,74617.44,-4.64
-72637,74661.23,-4.08
-72679,74703.61,-4.44
-72723,74747.95,-5.59
-72770,74794.84,-5.29
-72818,74842.27,-5.26
-72865,74889.85,-5.72
-72913,74937.96,-5.34
-72962,74986.68,-6.11
-73011,75035.69,-5.19
-73061,75085.16,-6.67
-73112,75136.73,-6.22
-73164,75188.44,-5.86
-73214,75238.71,-5.82
-73264,75288.69,-5.98
-73315,75339.18,-6.1
-73366,75390.04,-5.99
-73417,75441.54,-6.62
-73470,75494.62,-6.67
-73524,75548.13,-6.22
-73577,75601.07,-6.96
-73631,75655.68,-6.52
-73685,75709.71,-7.41
-73743,75767.32,-6.78
-73798,75822.8,-7.6
-73857,75881.89,-7.94
-73918,75942.15,-7.43
-73976,76000.47,-6.77
-74032,76056.08,-6.99
-74087,76111.83,-6.38
-74140,76164.91,-6.31
-74193,76217.87,-7.51
-74251,76275.99,-6.91
-74308,76332.08,-6.75
-74362,76386.42,-6.1
-74415,76439.05,-6.28
-74469,76493.48,-8.09
-74527,76551.77,-5.99
-74581,76605.49,-6.98
-74636,76660.77,-6.1
-74688,76712.92,-6.38
-74742,76766.25,-7.18
-74799,76823.42,-6.95
-74855,76879.52,-6.65
-74910,76934.79,-6.89
-74965,76989.71,-6.21
-75018,77042.87,-6.06
-75070,77094.83,-6.03
-75122,77146.64,-6.12
-75175,77199.36,-6.78
-75228,77252.8,-5.16
-75278,77302.8,-6.38
-75330,77354.83,-5.77
-75381,77405.75,-5.66
-75432,77456.3,-6.31
-75485,77509.44,-7.08
-75542,77566.34,-6.43
-75596,77620.39,-6.46
-75650,77674.94,-7.04
-75707,77731.68,-7.05
-75764,77788.67,-6.81
-75820,77844.5,-6.38
-75875,77899.13,-6.69
-75930,77954.08,-6.44
-75984,78008.54,-6.6
-76039,78063.44,-5.94
-76091,78115.27,-6.2
-76144,78168.45,-6.63
-76198,78222.91,-5.69
-76250,78274.18,-5.75
-76302,78326.4,-7.4
-76359,78383.68,-6.64
-76414,78438.29,-5.25
-76464,78488.92,-5.61
-76515,78539.4,-6.12
-76567,78591.63,-6.13
-76619,78643.6,-5.34
-76669,78693.98,-5.67
-76720,78744.02,-5.45
-76769,78793.32,-4.92
-76817,78841.39,-5.1
-76866,78890.68,-6.32
-76918,78942.11,-5.41
-76968,78992.97,-5.64
-77019,79043.4,-5.67
-77071,79095.81,-7.15
-77126,79150.47,-5.02
-77177,79201.2,-6.06
-77228,79252.2,-5.13
-77278,79302.33,-6.27
-77329,79353.67,-4.44
-77376,79400.86,-4.88
-77423,79447.62,-4.76
-77471,79495.44,-5.59
-77520,79544.38,-4.96
-77570,79594.26,-6.29
-77620,79644.99,-4.71
-77670,79694.72,-5.99
-77719,79743.82,-4.26
-77766,79790.24,-4.06
-77812,79836.08,-5.57
-77860,79884.45,-5.13
-77909,79933.9,-5.44
-77959,79983.99,-5.77
-78010,80034.92,-5.45
-78060,80084.77,-4.86
-78108,80132.95,-4.92
-78156,80180.6,-4.9
-78203,80227.27,-3.8
-78248,80272.49,-5.96
-78299,80323.02,-4.62
-78346,80370.81,-5.39
-78395,80419.93,-4.37
-78441,80465.91,-4.91
-78489,80513.66,-5.26
-78539,80563.02,-5.01
-78587,80611.35,-5.04
-78635,80659.72,-4.86
-78683,80707.13,-4.38
-78729,80753.18,-4.66
-78776,80800.18,-5.14
-78823,80847.98,-4.49
-78870,80894.94,-4.69
-78918,80942.63,-5.52
-78967,80991.5,-4.74
-79016,81040.48,-5.5
-79066,81090.05,-5.28
-79115,81139.36,-4.72
-79164,81188.07,-5.49
-79214,81238.08,-5.63
-79264,81288.65,-5.05
-79313,81337.56,-4.65
-79360,81384.09,-3.91
-79405,81429.08,-4.35
-79450,81474.97,-5.26
-79499,81523.98,-5.21
-79548,81572.97,-4.37
-79595,81619.28,-4.37
-79641,81665.03,-4.37
-79686,81710.92,-4.8
-79733,81757.03,-2.65
-79774,81798.66,-4.14
-79816,81840.97,-3.38
-79860,81884.48,-4.21
-79904,81928.51,-4.07
-79949,81973.09,-3.93
-79993,82017.42,-5.03
-80041,82065.86,-4.26
-80087,82111.39,-4.59
-80133,82157.62,-3.71
-80178,82202.08,-4.74
-80223,82247.7,-3.85
-80268,82292.38,-3.91
-80311,82335.15,-2.97
-80352,82376.57,-3.12
-80393,82417.35,-3.63
-80435,82459.79,-2.96
-80476,82500.81,-3.59
-80519,82543.2,-3.87
-80561,82585.71,-3.04
-80604,82628.43,-4.4
-80648,82672.7,-3.59
-80691,82715.84,-2.01
-80729,82753.6,-3.79
-80771,82795.38,-3.58
-80813,82837.31,-2.77
-80854,82878.43,-3.48
-80896,82920.16,-3.74
-80939,82963.4,-3.73
-80982,83006.31,-3.14
-81024,83048.44,-3.95
-81066,83090.03,-2.49
-81107,83131.29,-3.52
-81148,83172.01,-2.48
-81187,83211.17,-2.65
-81226,83250.39,-2.76
-81265,83289.91,-2.83
-81305,83329.28,-2.47
-81344,83368.13,-2.3
-81382,83406.76,-3.68
-81424,83448.83,-3.41
-81467,83491.36,-3.56
-81510,83534.43,-4.04
-81553,83577.44,-2.84
-81594,83618.89,-4.09
-81639,83663.32,-3.63
-81682,83706.2,-3.37
-81724,83748.68,-3.71
-81766,83790.28,-2.56
-81806,83830.46,-2.51
-81846,83870.14,-4.69
-81892,83916.59,-3.39
-81935,83959.1,-3.93
-81978,84002.76,-3.44
-82020,84044.3,-2.41
-82061,84085.68,-4.08
-82103,84127.99,-3.36
-82147,84171.09,-4.17
-82191,84215.94,-3.28
-82234,84258.4,-4.89
-82281,84305.46,-3.81
-82326,84350.48,-4.25
-82372,84396.04,-4.45
-82417,84441.27,-3.46
-82461,84485.01,-3.58
-82504,84528.52,-4.3
-82549,84573.51,-3.84
-82593,84617.97,-4.07
-82638,84662.88,-3.59
-82681,84705.81,-3.3
-82724,84748.46,-3.88
-82768,84792.63,-4.32
-82815,84839.08,-5.0
-82862,84886.61,-4.24
-82908,84932.24,-3.25
-82952,84976.82,-5.35
-83001,85025.34,-4.62
-83049,85073.28,-4.32
-83095,85119.87,-4.64
-83143,85167.45,-4.87
-83192,85216.02,-4.26
-83237,85261.62,-2.64
-83279,85303.18,-4.84
-83325,85349.85,-4.67
-83373,85397.7,-4.49
-83421,85445.13,-4.64
-83469,85493.4,-5.23
-83517,85541.76,-4.0
-83565,85589.35,-5.05
-83613,85637.7,-4.97
-83663,85687.15,-4.99
-83711,85735.99,-4.49
-83760,85784.04,-4.76
-83808,85832.88,-5.43
-83859,85883.58,-5.33
-83910,85934.64,-5.27
-83961,85985.49,-5.25
-84011,86035.51,-4.57
-84060,86084.16,-4.77
-84108,86132.78,-5.02
-84157,86181.56,-4.39
-84206,86230.61,-5.86
-84258,86282.29,-5.23
-84309,86333.86,-5.3
-84360,86384.98,-5.33
-84411,86435.87,-4.98
-84462,86486.92,-5.81
-84515,86539.54,-5.68
-84569,86593.18,-5.99
-84623,86647.83,-6.25
-84679,86703.75,-6.32
-84735,86759.53,-4.75
-84785,86809.4,-6.09
-84840,86864.24,-5.79
-84894,86918.16,-6.07
-84948,86972.84,-5.32
-85001,87025.92,-6.53
-85057,87081.78,-5.67
-85113,87137.12,-6.61
-85170,87194.96,-7.17
-85232,87256.13,-7.6
-85296,87320.05,-7.53
-85359,87383.76,-6.57
-85418,87442.07,-5.49
-85473,87497.1,-6.65
-85530,87554.84,-6.99
-85591,87615.26,-6.46
-85649,87673.33,-6.84
-85707,87731.58,-5.57
-85764,87788.2,-7.44
-85823,87847.63,-5.85
-85880,87904.63,-6.97
-85940,87964.56,-6.52
-85998,88022.52,-6.04
-86054,88078.3,-5.8
-86108,88132.91,-5.75
-86164,88188.14,-6.59
-86221,88245.78,-6.52
-86279,88303.79,-5.94
-86335,88359.91,-6.88
-86395,88419.53,-5.81
-86451,88475.2,-6.42
-86509,88533.3,-7.01
-86568,88592.37,-5.69
-86624,88648.45,-6.15
-86680,88704.63,-6.27
-86737,88761.61,-5.69
-86791,88815.86,-5.26
-86844,88868.09,-5.61
-86897,88921.46,-5.1
-86949,88973.35,-5.53
-87002,89026.11,-5.1
-87055,89079.1,-6.44
-87111,89135.89,-6.29
-87168,89192.81,-5.64
-87224,89248.12,-6.09
-87280,89304.18,-6.16
-87336,89360.44,-4.67
-87386,89410.43,-4.89
-87436,89460.87,-5.12
-87488,89512.34,-4.84
-87538,89562.66,-5.05
-87589,89613.94,-5.25
-87642,89666.45,-6.23
-87699,89723.56,-6.11
-87755,89779.06,-4.76
-87806,89830.82,-5.17
-87858,89882.44,-5.22
-87910,89934.99,-5.52
-87963,89987.45,-4.7
-88013,90037.23,-3.89
-88061,90085.55,-5.01
-88111,90135.99,-5.39
-88164,90188.85,-5.46
-88218,90242.27,-5.4
-88271,90295.69,-5.46
-88323,90347.65,-3.98
-88374,90398.04,-6.37
-88429,90453.63,-5.86
-88485,90509.59,-5.32
-88538,90562.73,-4.91
-88589,90613.84,-6.77
-88650,90674.48,-6.59
-88710,90734.24,-6.38
-88768,90792.98,-6.21
-88826,90850.7,-5.92
-88883,90907.03,-5.64
-88937,90961.8,-4.88
-88988,91012.97,-5.16
-89041,91065.42,-5.67
-89096,91120.39,-5.71
-89151,91175.14,-5.16
-89205,91229.5,-6.6
-89263,91287.17,-5.76
-89320,91344.36,-6.34
-89378,91402.02,-5.87
-89434,91458.62,-5.82
-89490,91514.72,-6.73
-89549,91573.66,-4.22
-89600,91624.4,-4.95
-89651,91675.99,-5.59
-89706,91730.78,-6.04
-89763,91787.76,-6.19
-89820,91844.63,-5.27
-89875,91899.31,-5.68
-89930,91954.25,-5.61
-89985,92009.07,-4.9
-90036,92060.99,-5.3
-90090,92114.4,-5.35
-90144,92168.17,-5.33
-90198,92222.18,-5.76
-90253,92277.96,-5.85
-90310,92334.07,-5.63
-90365,92389.21,-5.27
-90417,92441.78,-4.13
-90468,92492.29,-5.19
-90520,92544.66,-5.63
-90574,92598.79,-4.87
-90627,92651.31,-5.09
-90679,92703.06,-4.21
-90729,92753.45,-5.9
-90784,92808.47,-4.69
-90835,92859.87,-4.91
-90887,92911.64,-4.88
-90939,92963.34,-4.8
-90990,93014.72,-5.37
-91045,93069.19,-6.05
-91101,93125.45,-4.6
-91153,93177.82,-5.32
-91206,93230.98,-5.16
-91260,93284.86,-5.59
-91314,93338.34,-4.38
-91365,93389.04,-4.23
-91414,93438.4,-4.57
-91464,93488.25,-4.47
-91514,93538.64,-4.78
-91567,93591.03,-5.92
-91622,93646.01,-5.05
-91675,93699.57,-4.88
-91726,93750.42,-3.53
-91775,93799.17,-5.54
-91827,93851.86,-4.73
-91879,93903.61,-4.44
-91929,93953.97,-4.78
-91981,94005.34,-4.85
-92033,94057.11,-4.67
-92084,94108.1,-4.34
-92133,94157.75,-4.39
-92183,94207.33,-4.14
-92232,94256.09,-4.22
-92281,94305.8,-5.61
-92336,94360.36,-3.99
-92385,94409.0,-4.6
-92435,94459.83,-5.41
-92490,94514.42,-4.24
-92539,94563.67,-4.93
-92592,94616.12,-4.95
-92644,94668.75,-5.05
-92698,94722.56,-6.12
-92755,94779.11,-4.68
-92807,94831.12,-3.94
-92854,94878.57,-2.73
-92898,94922.69,-3.02
-92942,94966.68,-4.17
-92991,95015.2,-3.41
-93036,95060.93,-3.63
-93083,95107.77,-4.42
-93133,95157.44,-4.14
-93182,95206.43,-4.11
-93231,95255.6,-4.82
-93283,95307.57,-5.38
-93338,95362.26,-4.94
-93391,95415.08,-5.03
-93444,95468.45,-5.33
-93498,95522.86,-4.98
-93552,95576.1,-4.92
-93605,95629.35,-5.36
-93658,95682.96,-4.54
-93711,95735.34,-5.02
-93764,95788.35,-5.26
-93817,95841.38,-4.22
-93868,95892.85,-4.96
-93921,95945.43,-5.3
-93973,95997.68,-3.23
-94022,96046.27,-4.78
-94073,96097.93,-5.86
-94129,96153.34,-4.14
-94180,96204.17,-4.8
-94231,96255.8,-4.32
-94281,96305.77,-3.73
-94329,96353.99,-4.6
-94381,96405.2,-5.23
-94435,96459.31,-4.87
-94488,96512.05,-3.69
-94535,96559.79,-5.84
-94593,96617.02,-5.15
-94647,96671.23,-4.73
-94698,96722.96,-3.82
-94748,96772.75,-5.46
-94802,96826.36,-4.29
-94854,96878.03,-4.8
-94905,96929.49,-4.24
-94956,96980.44,-4.72
-95008,97032.09,-4.7
-95061,97085.4,-5.71
-95114,97138.92,-3.56
-95165,97189.91,-5.11
-95217,97241.23,-4.22
-95268,97292.23,-4.32
-95318,97342.36,-4.22
-95368,97392.54,-4.37
-95418,97442.76,-4.17
-95469,97493.64,-5.05
-95522,97546.44,-4.83
-95574,97598.65,-3.84
-95625,97649.18,-5.46
-95679,97703.36,-4.73
-95732,97756.42,-4.86
-95785,97809.06,-3.41
-95832,97856.53,-4.2
-95882,97906.45,-4.8
-95935,97959.14,-5.13
-95989,98013.62,-5.03
-96043,98067.61,-4.78
-96095,98119.95,-3.82
-96145,98169.2,-4.46
-96195,98219.99,-4.16
-96246,98270.92,-5.44
-96300,98324.82,-3.68
-96351,98375.64,-5.35
-96405,98429.28,-4.63
-96458,98482.24,-4.59
-96509,98533.35,-3.73
-96559,98583.38,-4.64
-96609,98633.54,-3.68
-96659,98683.75,-4.82
-96712,98736.33,-5.33
-96767,98791.48,-5.15
-96822,98846.07,-4.54
-96875,98899.32,-5.3
-96929,98953.88,-4.47
-96982,99006.62,-5.66
-97039,99063.8,-4.32
-97090,99114.95,-4.7
-97143,99167.7,-4.67
-97197,99221.21,-5.87
-97255,99279.23,-5.59
-97312,99336.59,-5.16
-97367,99391.88,-4.71
-97422,99446.0,-5.28
-97477,99501.17,-5.06
-97531,99555.99,-4.7
-97585,99609.03,-4.2
-97635,99659.96,-5.21
-97691,99715.21,-4.2
-97742,99766.05,-4.17
-97792,99816.69,-4.58
-97845,99869.04,-4.53
-97898,99922.13,-5.61
-97953,99977.93,-4.3
-98007,100031.25,-5.03
-98060,100084.47,-4.32
-98112,100136.33,-4.07
-98163,100187.72,-4.88
-98216,100240.27,-4.33
-98267,100291.86,-3.89
-98318,100342.68,-4.75
-98370,100394.96,-4.48
-98423,100447.78,-4.76
-98476,100500.31,-3.79
-98526,100550.82,-4.67
-98578,100602.82,-4.02
-98629,100653.99,-5.0
-98684,100708.16,-4.57
-98737,100761.1,-4.45
-98789,100813.34,-4.3
-98840,100864.88,-4.29
-98892,100916.23,-3.92
-98942,100966.51,-5.13
-98997,101021.75,-4.92
-99052,101076.85,-5.16
-99108,101132.33,-4.9
-99162,101186.52,-4.24
-99214,101238.82,-4.37
-99266,101290.02,-3.79
-99315,101339.68,-3.54
-99364,101388.72,-4.04
-99413,101437.11,-2.79
-99460,101484.18,-3.45
-99508,101532.38,-4.51
-99559,101583.27,-3.88
-99610,101634.92,-4.84
-99663,101687.92,-4.47
-99717,101741.35,-4.69
-99770,101794.31,-4.09
-99822,101846.44,-4.64
-99875,101899.28,-4.34
-99927,101951.75,-4.34
-99979,102003.93,-4.26
-100032,102056.19,-5.02
-100087,102111.54,-4.59
-100141,102165.1,-4.41
-100193,102217.74,-4.24
-100246,102270.11,-4.9
-100302,102326.17,-6.18
-100361,102385.62,-4.74
-100417,102441.9,-4.84
-100473,102497.12,-5.13
-100529,102553.28,-4.87
-100584,102608.71,-4.77
-100639,102663.64,-5.45
-100697,102721.18,-4.32
-100751,102775.69,-5.51
-100809,102833.58,-5.58
-100868,102892.78,-5.54
-100927,102951.74,-5.24
-100985,103009.4,-4.8
-101041,103065.0,-5.95
-101102,103126.15,-5.74
-101163,103187.35,-6.22
-101225,103249.19,-5.29
-101284,103308.47,-6.97
-101351,103375.87,-6.74
-101418,103442.19,-6.26
-101482,103506.9,-7.35
-101552,103576.79,-6.98
-101620,103644.94,-6.45
-101686,103710.65,-7.29
-101755,103779.47,-5.83
-101819,103843.62,-6.89
-101886,103910.12,-5.69
-101947,103971.55,-6.25
-102010,104034.65,-5.72
-102072,104096.25,-5.67
-102133,104157.48,-6.78
-102200,104224.07,-6.16
-102262,104286.47,-4.57
-102320,104344.33,-5.64
-102380,104404.17,-5.94
-102442,104466.41,-5.48
-102502,104526.53,-5.47
-102562,104586.29,-5.29
-102621,104645.97,-5.75
-102682,104706.95,-5.25
-102741,104765.82,-4.59
-102797,104821.61,-4.9
-102854,104878.4,-4.88
-102911,104935.11,-4.64
-102967,104991.66,-5.15
-103025,105049.42,-4.98
-103082,105106.73,-4.02
-103135,105159.95,-4.85
-103193,105217.07,-5.49
-103253,105277.51,-5.6
-103313,105337.83,-4.87
-103371,105395.85,-4.79
-103429,105453.05,-5.18
-103487,105511.81,-4.89
-103545,105569.12,-4.64
-103601,105625.52,-4.75
-103658,105682.38,-4.9
-103716,105740.17,-5.16
-103775,105799.1,-5.26
-103834,105858.72,-5.13
-103893,105917.87,-5.27
-103952,105976.02,-3.54
-104005,106029.56,-4.48
-104060,106084.62,-4.82
-104116,106140.94,-4.11
-104172,106196.0,-4.51
-104227,106251.62,-4.6
-104283,106307.79,-3.94
-104337,106361.17,-3.94
-104390,106414.39,-4.16
-104444,106468.38,-3.68
-104496,106520.75,-3.94
-104549,106573.35,-3.33
-104600,106624.42,-3.59
-104651,106675.29,-3.01
-104701,106725.42,-3.72
-104753,106777.57,-4.15
-104808,106832.92,-5.17
-104867,106891.56,-4.83
-104926,106950.1,-4.63
-104983,107007.3,-4.03
-105037,107061.75,-4.82
-105095,107119.9,-4.29
-105152,107176.59,-5.0
-105211,107235.89,-5.32
-105272,107296.79,-5.06
-105333,107357.07,-4.87
-105392,107416.59,-5.83
-105456,107480.15,-5.03
-105517,107541.73,-5.52
-105579,107603.85,-4.91
-105639,107663.96,-5.58
-105703,107727.49,-5.63
-105767,107791.31,-5.54
-105831,107855.28,-6.25
-105898,107922.86,-6.23
-105967,107991.02,-6.39
-106035,108059.94,-6.46
-106105,108129.51,-6.38
-106174,108198.94,-6.52
-106245,108269.23,-6.81
-106317,108341.46,-6.89
-106390,108414.46,-7.51
-106466,108490.49,-6.36
-106537,108561.42,-6.97
-106610,108634.74,-6.53
-106682,108706.37,-6.88
-106755,108779.04,-6.36
-106826,108850.27,-7.19
-106900,108924.75,-6.43
-106972,108996.13,-6.46
-107043,109067.6,-7.74
-107121,109145.79,-6.31
-107193,109217.21,-5.81
-107260,109284.99,-6.25
-107330,109354.35,-6.08
-107398,109422.84,-5.39
-107466,109490.03,-7.04
-107539,109563.7,-5.81
-107607,109631.15,-5.62
-107673,109697.76,-5.58
-107740,109764.1,-5.61
-107806,109830.42,-5.41
-107871,109895.6,-5.01
-107935,109959.32,-6.62
-108007,110031.47,-5.67
-108074,110098.51,-4.25
-108134,110158.96,-5.35
-108201,110225.15,-6.42
-108271,110295.89,-5.62
-108340,110364.06,-5.58
-108406,110430.04,-4.47
-108468,110492.55,-5.12
-108532,110556.43,-5.27
-108597,110621.87,-5.26
-108663,110687.82,-5.57
-108731,110755.0,-5.41
-108797,110821.35,-4.78
-108861,110885.37,-5.29
-108926,110950.5,-4.8
-108990,111014.18,-4.93
-109054,111078.83,-5.45
-109121,111145.29,-5.0
-109186,111210.48,-4.96
-109250,111274.33,-4.12
-109312,111336.68,-5.73
-109380,111404.42,-5.77
-109449,111473.52,-4.69
-109514,111538.65,-5.41
-109581,111605.57,-5.19
-109647,111671.73,-4.44
-109711,111735.58,-5.43
-109778,111802.75,-5.47
-109847,111871.26,-5.25
-109914,111938.7,-5.18
-109981,112005.6,-4.83
-110047,112071.09,-5.38
-110115,112139.5,-5.62
-110185,112209.06,-4.48
-110248,112272.58,-4.6
-110313,112337.04,-5.14
-110380,112404.09,-5.63
-110449,112473.56,-4.6
-110514,112538.12,-4.15
-110576,112600.88,-5.07
-110642,112666.34,-4.02
-110703,112727.52,-3.82
-110764,112788.3,-4.36
-110827,112851.16,-4.77
-110892,112916.52,-4.64
-110957,112981.49,-4.49
-111021,113045.49,-4.09
-111083,113107.82,-4.1
-111146,113170.52,-5.08
-111211,113235.87,-3.21
-111271,113295.7,-3.64
-111331,113355.09,-3.98
-111392,113416.42,-3.53
-111452,113476.59,-4.35
-111516,113540.18,-4.62
-111581,113605.17,-3.73
-111642,113666.12,-3.42
-111702,113726.36,-4.69
-111765,113789.96,-3.26
-111825,113849.62,-3.06
-111882,113906.83,-2.82
-111938,113962.92,-3.18
-111996,114020.72,-3.03
-112053,114077.81,-2.83
-112110,114134.24,-2.87
-112165,114189.63,-2.01
-112219,114243.93,-3.14
-112276,114300.59,-2.96
-112333,114357.93,-3.08
-112391,114415.7,-2.55
-112447,114471.95,-2.02
-112502,114526.09,-3.09
-112559,114583.46,-3.31
-112618,114642.58,-3.27
-112677,114701.45,-2.69
-112734,114758.11,-2.42
-112790,114814.44,-1.63
-112841,114865.62,-1.84
-112893,114917.84,-2.49
-112949,114973.21,-2.85
-113005,115029.52,-2.17
-113060,115084.42,-2.45
-113113,115137.61,-0.96
-113165,115189.29,-2.16
-113218,115242.84,-1.92
-113272,115296.67,-2.18
-113325,115349.7,-1.21
-113377,115401.01,-2.6
-113432,115456.15,-2.12
-113486,115510.44,-2.36
-113541,115565.7,-2.23
-113596,115620.22,-2.07
-113649,115673.25,-1.62
-113701,115725.87,-2.28
-113756,115780.75,-2.6
-113812,115836.14,-1.63
-113865,115889.0,-1.42
-113917,115941.57,-2.61
-113972,115996.37,-1.71
-114025,116049.71,-1.63
-114078,116102.55,-2.56
-114134,116158.56,-1.42
-114186,116210.18,-1.73
-114239,116263.19,-3.03
-114297,116321.53,-1.55
-114350,116374.1,-0.81
-114399,116423.66,-1.21
-114449,116473.64,-1.01
-114499,116523.59,-1.24
-114549,116573.92,-1.02
-114600,116624.34,-1.6
-114652,116676.26,-1.48
-114704,116728.08,-1.19
-114754,116778.37,-0.56
-114803,116827.57,-1.32
-114854,116878.58,-1.71
-114905,116929.94,-0.3
-114954,116978.74,-0.79
-115002,117026.86,-0.43
-115051,117075.11,-0.99
-115101,117125.11,-1.56
-115151,117175.81,0.04
-115199,117223.32,-0.56
-115246,117270.91,-0.5
-115294,117318.86,-0.56
-115342,117366.91,-0.32
-115390,117414.07,0.34
-115434,117458.73,-0.7
-115483,117507.48,-0.76
-115532,117556.46,-0.2
-115579,117603.6,-0.39
-115627,117651.12,-0.37
-115674,117698.01,0.39
-115719,117743.98,-0.5
-115767,117791.28,-0.51
-115814,117838.53,0.4
-115860,117884.91,-0.41
-115907,117931.32,0.09
-115954,117978.65,-0.87
-116003,118027.56,-0.65
-116050,118074.96,1.38
-116093,118117.83,0.73
-116136,118160.67,1.14
-116178,118202.98,0.05
-116225,118249.21,-0.9
-116273,118297.74,0.22
-116320,118344.79,-0.32
-116368,118392.5,-0.7
-116416,118440.38,0.43
-116462,118486.23,0.5
-116506,118530.47,0.7
-116551,118575.37,-0.49
-116598,118622.55,0.16
-116645,118669.22,-0.09
-116692,118716.57,-0.35
-116740,118764.68,-0.07
-116787,118811.72,0.75
-116831,118855.74,-0.19
-116878,118902.58,0.29
-116924,118948.35,0.41
-116968,118992.47,1.33
-117012,119036.13,0.16
-117055,119079.29,1.6
-117097,119121.93,0.56
-117141,119165.66,0.61
-117186,119210.02,0.32
-117231,119255.62,0.19
-117277,119301.3,0.72
-117322,119346.07,0.28
-117367,119391.42,0.3
-117412,119436.53,0.87
-117457,119481.94,-0.33
-117504,119528.74,0.12
-117550,119574.77,1.29
-117593,119617.95,0.67
-117637,119661.95,1.37
-117680,119704.09,0.28
-117724,119748.9,0.89
-117768,119792.52,1.25
-117809,119833.96,2.11
-117850,119874.93,0.76
-117893,119917.87,0.66
-117938,119962.32,1.13
-117981,120005.27,0.47
-118026,120050.59,0.11
-118072,120096.5,0.84
-118116,120140.74,1.13
-118160,120184.39,0.59
-118203,120227.26,1.98
-118244,120268.86,0.59
-118289,120313.05,1.9
-118329,120353.06,1.54
-118370,120394.28,1.25
-118412,120436.01,1.47
-118454,120478.43,0.79
-118497,120521.67,1.14
-118540,120564.67,1.38
-118582,120606.73,0.99
-118626,120650.27,0.71
-118670,120694.39,0.96
-118713,120737.88,1.28
-118756,120780.86,1.02
-118799,120823.88,1.12
-118842,120866.68,1.85
-118883,120907.26,1.31
-118925,120949.08,1.59
-118966,120990.69,1.42
-119008,121032.16,1.58
-119049,121073.33,1.87
-119089,121113.66,2.5
-119128,121152.41,1.15
-119170,121194.54,1.08
-119212,121236.06,2.49
-119252,121276.79,1.22
-119294,121318.21,1.39
-119336,121360.38,1.38
-119378,121402.4,1.55
-119420,121444.21,1.37
-119462,121486.01,1.55
-119502,121526.93,2.33
-119542,121566.39,1.87
-119582,121606.03,2.88
-119620,121644.36,1.68
-119660,121684.92,0.98
-119702,121726.68,2.23
-119742,121766.89,2.36
-119781,121805.73,1.67
-119822,121846.66,1.52
-119864,121888.02,1.69
-119904,121928.79,2.14
-119945,121969.0,1.46
-119986,122010.65,0.47
-120032,122056.32,1.24
-120075,122099.35,1.5
-120117,122141.89,1.09
-120160,122184.19,1.71
-120202,122226.42,1.23
-120244,122268.82,1.8
-120287,122311.1,2.06
-120326,122350.7,2.31
-120366,122390.39,1.72
-120405,122429.65,2.71
-120444,122468.68,2.18
-120485,122509.44,1.28
-120527,122551.89,1.66
-120569,122593.14,1.99
-120609,122633.87,1.73
-120650,122674.6,1.78
-120691,122715.44,2.06
-120731,122755.26,2.21
-120770,122794.76,2.06
-120810,122834.91,1.65
-120851,122875.0,2.53
-120889,122913.93,2.71
-120927,122951.69,2.34
-120967,122991.64,1.07
-121008,123032.3,2.44
-121048,123072.59,2.09
-121088,123112.05,2.14
-121127,123151.97,1.65
-121168,123192.27,2.32
-121209,123233.97,0.52
-121252,123276.02,2.45
-121292,123316.46,2.37
-121331,123355.46,1.74
-121372,123396.69,1.29
-121413,123437.62,2.55
-121454,123478.65,1.09
-121496,123520.17,2.2
-121536,123560.35,1.48
-121577,123601.1,3.01
-121616,123640.48,1.48
-121657,123681.06,1.3
-121698,123722.86,2.39
-121738,123762.49,2.73
-121776,123800.31,2.3
-121814,123838.95,2.32
-121854,123878.79,1.52
-121895,123919.08,3.12
-121932,123956.34,2.31
-121971,123995.38,2.04
-122010,124034.61,2.47
-122050,124074.24,1.62
-122091,124115.36,0.83
-122135,124159.54,2.51
-122174,124198.33,2.46
-122212,124236.85,2.33
-122250,124274.23,3.77
-122285,124309.39,2.5
-122323,124347.03,2.96
-122359,124383.36,3.66
-122395,124419.41,1.93
-122434,124458.84,2.48
-122473,124497.69,2.11
-122512,124536.1,2.92
-122551,124575.2,1.39
-122592,124616.38,1.54
-122634,124658.57,0.84
-122678,124702.41,1.85
-122719,124743.56,2.13
-122760,124784.93,0.87
-122804,124828.38,0.6
-122849,124873.05,1.71
-122891,124915.17,2.1
