Year,ECD3_bp,temp_anomaly
-23536,25560.584,-9.84
-23588,25612.1875,-9.67
-23639,25663.2266,-9.54
-23689,25713.5664,-9.3
-23740,25764.2031,-10.19
-23792,25816.6035,-10.02
-23845,25869.1172,-9.53
-23897,25921.0078,-10.47
-23949,25973.9102,-8.93
-23999,26023.5664,-9.61
-24050,26074.4434,-10.2
-24103,26127.0547,-8.98
-24152,26176.5703,-9.85
-24204,26228.2695,-9.96
-24256,26280.6875,-9.17
-24306,26330.5742,-10.4
-24361,26385.1211,-9.96
-24413,26437.7383,-9.02
-24462,26486.6309,-9.94
-24515,26539.1465,-9.34
-24565,26589.5039,-9.59
-24616,26640.7988,-9.96
-24669,26693.8477,-10.19
-24723,26747.8535,-10.11
-24776,26800.7168,-9.05
-24827,26851.0234,-9.48
-24877,26901.7344,-9.72
-24929,26953.9844,-10.13
-24983,27007.0391,-9.59
-25035,27059.3164,-9.75
-25087,27111.375,-9.7
-25139,27163.7832,-9.93
-25191,27215.9375,-9.22
-25242,27266.1699,-8.79
-25290,27314.125,-8.28
-25337,27361.25,-8.84
-25382,27406.8496,-6.91
-25427,27451.1953,-9.25
-25475,27499.3438,-9.03
-25524,27548.5488,-8.69
-25573,27597.3613,-10.51
-25627,27651.8301,-9.14
-25677,27701.748,-7.86
-25723,27747.0137,-7.71
-25767,27791.084,-8.61
-25814,27838.6152,-8.94
-25863,27887.752,-9.4
-25914,27938.0508,-8.38
-25961,27985.5938,-8.81
-26010,28034.6719,-9.87
-26063,28087.5078,-10.22
-26117,28141.9941,-9.15
-26168,28192.6855,-9.42
-26220,28244.1895,-9.93
-26273,28297.8398,-9.42
-26325,28349.3613,-8.71
-26373,28397.7363,-8.89
-26422,28446.5723,-8.2
-26468,28492.7715,-7.84
-26514,28538.5195,-8.69
-26561,28585.9785,-8.61
-26610,28634.0449,-8.59
-26658,28682.334,-8.87
-26707,28731.8711,-9.46
-26758,28782.7324,-9.14
-26809,28833.3203,-8.91
-26859,28883.4668,-9.27
-26909,28933.1074,-8.35
-26957,28981.8145,-8.88
-27005,29029.9531,-8.28
-27053,29077.8848,-8.72
-27101,29125.7754,-8.26
-27148,29172.8965,-8.1
-27195,29219.2129,-8.23
-27241,29265.8301,-7.39
-27285,29309.8301,-8.6
-27332,29356.793,-7.55
-27377,29401.9727,-7.93
-27424,29448.7988,-9.42
-27474,29498.6348,-8.88
-27524,29548.418,-8.42
-27572,29596.5469,-8.35
-27620,29644.1211,-8.42
-27667,29691.6895,-8.33
-27714,29738.7227,-7.82
-27760,29784.8398,-8.36
-27808,29832.2891,-8.9
-27858,29882.3535,-9.82
-27912,29936.1523,-9.44
-27964,29988.8301,-9.38
-28017,30041.4492,-9.85
-28070,30094.4102,-8.4
-28120,30144.8145,-10.03
-28174,30198.2676,-9.25
-28226,30250.6895,-9.19
-28277,30301.4238,-8.31
-28327,30351.334,-9.94
-28379,30403.6777,-8.61
-28430,30454.3438,-9.06
-28481,30505.0781,-9.19
-28532,30556.6328,-9.19
-28584,30608.4375,-9.29
-28636,30660.1172,-8.88
-28686,30710.8418,-8.88
-28737,30761.2051,-8.87
-28787,30811.5547,-8.87
-28837,30861.9277,-8.87
-28887,30911.3281,-7.57
-28933,30957.7285,-8.69
-28982,31006.8809,-8.77
-29032,31056.8281,-8.52
-29081,31105.8613,-9.51
-29135,31159.4531,-9.93
-29190,31214.6797,-9.29
-29243,31267.6621,-9.47
-29297,31321.418,-10.04
-29352,31376.6406,-9.42
-29405,31429.9746,-8.91
-29457,31481.5488,-9.07
-29508,31532.8652,-8.9
-29560,31584.9707,-9.87
-29614,31638.4492,-8.92
-29668,31692.1094,-10.36
-29723,31747.2285,-9.19
-29775,31799.0352,-7.5
-29822,31846.8711,-8.3
-29871,31895.0098,-8.88
-29920,31944.9727,-8.5
-29969,31993.3457,-7.07
-30014,32038.834,-8.12
-30061,32085.5391,-6.9
-30105,32129.2773,-8.4
-30153,32177.8984,-8.64
-30203,32227.625,-8.31
-30252,32276.9141,-8.81
-30302,32326.8555,-8.2
-30351,32375.793,-8.38
-30399,32423.9863,-7.78
-30448,32472.5195,-9.02
-30497,32521.7891,-7.95
-30546,32570.4316,-8.09
-30595,32619.3184,-9.16
-30647,32671.5508,-9.77
-30702,32726.2148,-9.46
-30756,32780.591799999995,-9.31
-30810,32834.9102,-9.88
-30865,32889.9453,-9.24
-30919,32943.2109,-8.59
-30970,32994.7539,-9.25
-31022,33046.9453,-8.74
-31073,33097.8633,-8.18
-31122,33146.793,-8.03
-31170,33194.7695,-7.93
-31217,33241.9531,-7.53
-31264,33288.8672,-8.06
-31312,33336.1484,-7.76
-31359,33383.1289,-7.48
-31405,33429.293,-8.3
-31454,33478.3086,-8.06
-31502,33526.6211,-8.47
-31552,33576.3633,-8.14
-31601,33625.0898,-8.12
-31649,33673.3086,-7.72
-31698,33722.0156,-9.32
-31749,33773.25,-8.1
-31799,33823.6367,-8.77
-31851,33875.2656,-9.53
-31905,33929.6289,-9.53
-31960,33984.8281,-9.53
-32016,34040.0586,-9.52
-32071,34095.3086,-9.52
-32126,34150.543,-9.16
-32180,34204.0195,-8.53
-32230,34254.7656,-9.12
-32284,34308.1406,-8.97
-32337,34361.043,-9.58
-32392,34416.3594,-9.08
-32445,34469.4219,-8.19
-32495,34519.1758,-8.03
-32543,34567.9297,-8.55
-32594,34618.6602,-7.39
-32641,34665.0703,-8.34
-32690,34714.3516,-7.75
-32738,34762.1055,-7.68
-32786,34810.1562,-8.48
-32834,34858.8047,-7.35
-32881,34905.9688,-7.4
-32929,34953.0938,-8.37
-32977,35001.8945,-8.04
-33026,35050.75,-7.69
-33073,35097.9883,-7.03
-33119,35143.375,-7.69
-33166,35190.707,-8.41
-33216,35240.957,-7.72
-33264,35288.3594,-7.09
-33310,35334.1953,-7.52
-33357,35381.3125,-8.18
-33406,35430.2852,-8.24
-33455,35479.9102,-8.06
-33503,35527.8516,-6.81
-33550,35574.8984,-8.52
-33600,35624.5195,-8.67
-33651,35675.5859,-7.81
-33700,35724.3281,-7.61
-33747,35771.8906,-7.89
-33796,35820.3633,-8.68
-33848,35872.3828,-8.18
-33898,35922.4102,-9.24
-33952,35976.9375,-7.97
-34002,36026.0195,-8.02
-34051,36075.2422,-8.08
-34100,36124.6719,-8.05
-34150,36174.8008,-9.07
-34203,36227.832,-8.69
-34256,36280.2734,-8.54
-34307,36331.8398,-8.32
-34358,36382.2734,-7.84
-34407,36431.2188,-7.84
-34456,36480.0898,-8.09
-34505,36529.6445,-8.2
-34555,36579.5664,-8.05
-34604,36628.9922,-7.77
-34654,36678.4688,-8.44
-34704,36728.6719,-8.08
-34754,36778.707,-7.95
-34804,36828.7539,-8.66
-34856,36880.6406,-8.84
-34909,36933.4375,-8.54
-34961,36985.2891,-8.17
-35010,37034.8945,-7.0
-35057,37081.125,-6.63
-35101,37125.3633,-7.91
-35150,37174.3867,-7.88
-35199,37223.457,-7.89
-35247,37271.5195,-6.62
-35293,37317.7148,-7.79
-35340,37364.0352,-6.84
-35387,37411.0938,-7.91
-35434,37458.0273,-6.84
-35480,37504.8398,-8.14
-35529,37553.5,-6.85
-35575,37599.0859,-7.18
-35620,37644.6562,-6.04
-35663,37687.3398,-6.18
-35705,37729.6953,-6.27
-35747,37771.3945,-5.14
-35787,37811.125,-6.41
-35829,37853.3281,-5.22
-35868,37892.6484,-4.66
-35907,37931.7188,-6.16
-35948,37972.8711,-7.17
-35995,38019.1172,-7.23
-36042,38066.1211,-7.86
-36088,38112.9141,-5.98
-36131,38155.9805,-5.5
-36174,38198.0781,-7.13
-36218,38242.7891,-7.25
-36265,38289.4414,-7.63
-36313,38337.0977,-5.83
-36356,38380.2227,-7.28
-36400,38424.582,-6.29
-36444,38468.9766,-6.57
-36489,38513.1133,-7.03
-36534,38558.4219,-6.62
-36578,38602.832,-6.39
-36622,38646.3047,-6.41
-36665,38689.6914,-6.34
-36709,38733.5195,-6.82
-36754,38778.3984,-7.18
-36800,38824.8477,-7.53
-36848,38872.3945,-6.15
-36891,38915.5781,-6.89
-36936,38960.3242,-6.59
-36980,39004.6836,-6.46
-37026,39050.0234,-7.78
-37072,39096.7617,-6.87
-37118,39142.5117,-5.95
-37161,39185.2344,-8.05
-37211,39235.1562,-7.73
-37260,39284.5312,-8.2
-37311,39335.293,-8.05
-37361,39385.8086,-7.97
-37412,39436.1719,-8.2
-37462,39486.9141,-7.97
-37513,39537.3477,-8.03
-37564,39588.7539,-9.02
-37619,39643.0039,-9.2
-37674,39698.7969,-9.1
-37729,39753.8125,-8.18
-37782,39806.2891,-9.24
-37837,39861.2188,-7.83
-37887,39911.918,-8.48
-37939,39963.7344,-7.74
-37989,40013.7812,-8.12
-38039,40063.6875,-7.2
-38088,40112.5508,-8.25
-38138,40162.5391,-7.74
-38188,40212.293,-7.59
-38238,40262.375,-8.63
-38290,40314.5078,-8.53
-38343,40367.4922,-8.41
-38394,40418.6562,-7.19
-38443,40467.543,-7.54
-38491,40515.4102,-7.26
-38540,40564.3594,-8.54
-38592,40616.5703,-8.89
-38646,40670.8984,-8.72
-38701,40725.0938,-8.7
-38755,40779.2266,-8.82
-38809,40833.1953,-8.42
-38862,40886.0039,-8.14
-38915,40939.1484,-9.39
-38969,40993.6797,-8.15
-39022,41046.4219,-8.02
-39073,41097.1719,-7.77
-39123,41147.0273,-7.57
-39173,41197.3086,-8.58
-39224,41248.2188,-7.31
-39272,41296.582,-6.45
-39318,41342.5273,-7.55
-39366,41390.6484,-7.58
-39415,41439.7305,-7.83
-39465,41489.8516,-8.57
-39519,41543.3281,-6.66
-39565,41589.5898,-8.83
-39619,41643.2031,-7.79
-39670,41694.0195,-8.73
-39723,41747.7695,-7.95
-39774,41798.9414,-8.22
-39827,41851.1836,-8.97
-39882,41906.457,-8.36
-39935,41959.3594,-8.8
-39990,42014.1992,-8.74
-40044,42068.8242,-8.75
-40099,42123.6992,-9.06
-40155,42179.7656,-9.04
-40211,42235.168,-8.22
-40264,42288.8008,-8.89
-40318,42342.1523,-7.52
-40369,42393.2695,-8.18
-40420,42444.8594,-8.36
-40472,42496.8047,-7.54
-40522,42546.7852,-7.55
-40572,42596.1875,-7.77
-40622,42646.6758,-8.46
-40674,42698.8398,-7.12
-40723,42747.6016,-8.52
-40776,42800.4883,-7.61
-40826,42850.5625,-7.94
-40877,42901.4922,-7.41
-40926,42950.2031,-6.75
-40972,42996.4609,-7.07
-41019,43043.4883,-7.02
-41066,43090.8047,-7.2
-41113,43137.7734,-6.62
-41160,43184.1172,-6.83
-41206,43230.8789,-7.51
-41254,43278.8594,-6.83
-41302,43326.418,-8.03
-41353,43377.3516,-7.93
-41404,43428.0273,-6.47
-41449,43473.5273,-6.93
-41496,43520.5078,-7.36
-41545,43569.3125,-7.9
-41596,43620.0664,-8.06
-41647,43671.0898,-7.37
-41696,43720.6523,-7.57
-41746,43770.3242,-7.81
-41796,43820.0977,-7.22
-41846,43870.2344,-8.42
-41898,43922.7383,-8.68
-41952,43976.1836,-8.02
-42003,44027.5859,-7.94
-42054,44078.9023,-8.74
-42108,44132.3555,-8.66
-42162,44186.4062,-8.31
-42215,44239.9531,-8.82
-42270,44294.7422,-8.77
-42326,44350.0078,-8.44
-42379,44403.9648,-8.04
-42431,44455.8711,-7.04
-42481,44505.0469,-7.63
-42531,44555.8086,-8.73
-42584,44608.9688,-8.3
-42638,44662.0078,-8.46
-42690,44714.9766,-7.9
-42742,44766.2422,-7.57
-42792,44816.668,-7.92
-42843,44867.7539,-7.8
-42894,44918.8242,-7.78
-42945,44969.5391,-7.57
-42995,45019.7812,-7.65
-43046,45070.1289,-7.75
-43096,45120.168,-7.17
-43145,45169.0234,-7.12
-43192,45216.543,-6.62
-43239,45263.4297,-7.04
-43286,45310.6836,-7.0
-43334,45358.168,-6.92
-43381,45405.3555,-6.59
-43427,45451.3008,-6.79
-43473,45497.6797,-6.51
-43519,45543.9023,-6.97
-43566,45590.8398,-6.9
-43612,45636.168,-5.27
-43656,45680.4023,-7.05
-43701,45725.8398,-6.19
-43746,45770.6992,-6.69
-43792,45816.3828,-5.44
-43834,45858.8477,-6.01
-43877,45901.0469,-5.35
-43919,45943.8086,-6.28
-43962,45986.3516,-4.25
-44000,46024.957,-5.14
-44041,46065.8984,-6.03
-44085,46109.5586,-6.86
-44130,46154.4414,-5.8
-44173,46197.9727,-5.24
-44215,46239.1797,-6.38
-44259,46283.7617,-6.31
-44303,46327.8086,-6.12
-44347,46371.8125,-6.18
-44391,46415.4883,-5.7
-44434,46458.3516,-5.72
-44476,46500.6406,-4.85
-44515,46539.8281,-4.57
-44553,46577.7773,-4.03
-44591,46615.75,-5.64
-44633,46657.0586,-5.51
-44674,46698.3125,-5.05
-44715,46739.5703,-5.68
-44756,46780.7891,-5.25
-44798,46822.3516,-6.58
-44843,46867.8125,-6.49
-44889,46913.5742,-6.86
-44935,46959.4414,-5.88
-44980,47004.0898,-6.44
-45024,47048.7695,-6.44
-45069,47093.8555,-6.17
-45114,47138.7266,-6.75
-45161,47185.0234,-6.8
-45207,47231.7344,-6.24
-45252,47276.5938,-6.44
-45296,47320.1719,-4.97
-45339,47363.3398,-6.67
-45383,47407.6016,-6.64
-45430,47454.2383,-7.15
-45477,47501.9141,-6.59
-45524,47548.2695,-6.97
-45571,47595.7969,-6.73
-45618,47642.6562,-7.0
-45666,47690.4492,-7.2
-45713,47737.9375,-6.24
-45759,47783.5664,-6.27
-45805,47829.2852,-7.13
-45853,47877.2578,-7.66
-45902,47926.4219,-6.65
-45950,47974.2695,-7.25
-45999,48023.9453,-8.94
-46054,48078.9102,-7.92
-46107,48131.9961,-8.02
-46160,48184.9883,-8.55
-46214,48238.9297,-7.94
-46267,48291.0703,-7.31
-46317,48341.7578,-7.99
-46368,48392.1914,-6.8
-46416,48440.5234,-6.63
-46463,48487.6953,-6.8
-46510,48534.9883,-7.31
-46560,48584.1289,-7.0
-46608,48632.3789,-8.51
-46663,48687.1289,-7.56
-46713,48737.7305,-6.93
-46761,48785.832,-8.32
-46815,48839.5781,-8.17
-46868,48892.9648,-7.08
-46917,48941.3867,-7.01
-46965,48989.2656,-6.54
-47012,49036.3906,-7.57
-47062,49086.3008,-7.67
-47113,49137.2695,-7.59
-47164,49188.6094,-8.17
-47216,49240.7695,-7.28
-47267,49291.6055,-8.05
-47319,49343.4883,-7.64
-47371,49395.543,-8.39
-47424,49448.6875,-7.36
-47475,49499.7578,-7.96
-47527,49551.168,-7.16
-47576,49600.3398,-6.75
-47624,49648.6211,-7.54
-47674,49698.293,-7.45
-47723,49747.0312,-6.1
-47770,49794.7617,-7.7
-47820,49844.2188,-7.67
-47870,49894.1133,-6.3
-47918,49942.6797,-7.67
-47968,49992.4375,-7.49
-48019,50043.7734,-8.18
-48071,50095.625,-7.06
-48120,50144.9141,-6.64
-48168,50192.2812,-6.96
-48215,50239.8828,-6.5
-48262,50286.332,-7.02
-48310,50334.7617,-7.53
-48361,50385.4062,-7.5
-48411,50435.8672,-7.06
-48460,50484.582,-7.05
-48508,50532.0586,-5.64
-48553,50577.3242,-7.17
-48601,50625.1289,-7.43
-48651,50675.9258,-8.11
-48702,50726.4727,-6.25
-48750,50774.5898,-7.02
-48798,50822.6914,-7.48
-48847,50871.7109,-6.59
-48896,50920.2617,-7.5
-48945,50969.8438,-7.37
-48995,51019.4062,-6.69
-49043,51067.1172,-6.71
-49090,51114.8008,-7.84
-49142,51166.3438,-7.38
-49192,51216.7539,-7.38
-49242,51266.8867,-7.22
-49292,51316.3477,-6.95
-49340,51364.6719,-7.02
-49389,51413.1523,-6.77
-49436,51460.9727,-7.21
-49485,51509.7031,-6.61
-49532,51556.7852,-6.42
-49578,51602.4727,-5.98
-49624,51648.8008,-7.41
-49672,51696.457,-6.57
-49720,51744.8984,-7.35
-49768,51792.8594,-6.11
-49815,51839.2383,-6.64
-49861,51885.3008,-5.49
-49904,51928.3594,-6.81
-49951,51975.3789,-6.26
-49996,52020.8125,-5.97
-50039,52063.6562,-4.62
-50082,52106.0547,-6.36
-50124,52148.9102,-5.24
-50167,52191.3633,-6.23
-50212,52236.7773,-7.27
-50261,52285.7422,-6.32
-50308,52332.2695,-6.86
-50355,52379.2383,-6.32
-50401,52425.8867,-6.75
-50448,52472.0625,-6.07
-50493,52517.0195,-5.66
-50537,52561.6367,-7.04
-50584,52608.5234,-5.97
-50629,52653.5,-6.35
-50674,52698.8633,-5.28
-50717,52741.9922,-6.72
-50763,52787.3906,-6.11
-50807,52831.0664,-4.61
-50849,52873.2617,-6.11
-50892,52916.5742,-6.18
-50937,52961.6641,-6.62
-50984,53008.6328,-6.82
-51032,53056.1641,-6.33
-51076,53100.1523,-4.25
-51117,53141.4688,-5.75
-51159,53183.5156,-6.18
-51203,53227.2773,-5.08
-51244,53268.918,-5.41
-51286,53310.6484,-5.03
-51327,53351.6445,-5.18
-51368,53392.3555,-4.95
-51408,53432.8828,-4.92
-51449,53473.0742,-4.99
-51489,53513.7344,-5.29
-51532,53556.0469,-6.18
-51576,53600.2422,-6.3
-51621,53645.4648,-6.08
-51667,53691.3125,-7.19
-51715,53739.6602,-6.87
-51763,53787.875,-6.66
-51810,53834.9297,-5.54
-51853,53877.9766,-6.25
-51898,53922.4336,-5.54
-51942,53966.6523,-6.52
-51987,54011.7734,-6.25
-52033,54057.9922,-6.67
-52080,54104.5625,-6.5
-52127,54151.6055,-6.98
-52174,54198.9648,-5.66
-52218,54242.8594,-5.96
-52263,54287.0234,-5.83
-52306,54330.4062,-5.42
-52350,54374.6797,-7.04
-52397,54421.4922,-6.9
-52445,54469.875,-6.86
-52494,54518.6133,-7.4
-52544,54568.5508,-7.4
-52594,54618.4648,-6.79
-52643,54667.7695,-7.62
-52694,54718.8203,-7.9
-52746,54770.9414,-7.37
-52798,54822.0,-7.39
-52847,54871.0,-5.94
-52893,54917.1797,-6.6
-52939,54963.7227,-6.76
-52987,55011.1484,-6.14
-53032,55056.2852,-5.79
-53076,55100.7773,-6.93
-53124,55148.3633,-6.82
-53171,55195.6289,-6.04
-53218,55242.1797,-7.05
-53265,55289.8203,-6.85
-53313,55337.6094,-6.34
-53360,55384.4023,-6.59
-53408,55432.3828,-7.81
-53458,55482.6914,-6.79
-53507,55531.5938,-6.77
-53555,55579.4531,-6.81
-53603,55627.6367,-7.19
-53653,55677.207,-7.37
-53703,55727.9805,-7.91
-53757,55781.1992,-8.33
-53811,55835.332,-7.32
-53862,55886.6211,-7.35
-53913,55937.8281,-8.13
-53967,55991.7344,-8.38
-54021,56045.2539,-6.75
-54072,56096.8438,-8.67
-54126,56150.2383,-7.37
-54178,56202.3242,-7.29
-54227,56251.8047,-6.52
-54275,56299.8945,-6.88
-54325,56349.207,-8.08
-54376,56400.3906,-6.63
-54425,56449.6953,-7.0
-54474,56498.375,-7.1
-54523,56547.8086,-7.21
-54573,56597.1641,-6.64
-54620,56644.9062,-6.46
-54668,56692.1289,-7.61
-54718,56742.9414,-6.52
-54766,56790.4766,-7.18
-54816,56840.1406,-6.36
-54862,56886.3203,-6.13
-54907,56931.9062,-6.56
-54953,56977.4688,-5.32
-54998,57022.1797,-6.83
-55043,57067.9883,-6.25
-55090,57114.5195,-6.37
-55135,57159.957,-5.72
-55179,57203.7852,-5.2
-55221,57245.6367,-5.99
-55265,57289.6953,-4.97
-55307,57331.5781,-5.7
-55350,57374.1367,-5.58
-55395,57419.7344,-7.79
-55444,57468.6172,-6.66
-55492,57516.6914,-5.97
-55537,57561.7969,-5.75
-55581,57605.9258,-6.43
-55628,57652.1875,-6.61
-55675,57699.2734,-5.83
-55719,57743.0312,-5.23
-55762,57786.8438,-6.95
-55810,57834.0898,-7.16
-55859,57883.2812,-6.82
-55907,57931.2422,-6.23
-55953,57977.5781,-6.2
-55998,58022.9297,-5.97
-56043,58067.8555,-6.1
-56088,58112.6094,-5.25
-56130,58154.9844,-6.57
-56176,58200.7695,-5.28
-56220,58244.1914,-5.98
-56262,58286.1719,-4.42
-56304,58328.1523,-6.03
-56346,58370.5781,-5.03
-56388,58412.0938,-4.92
-56429,58453.207,-5.86
-56472,58496.4062,-5.66
-56516,58540.8242,-6.42
-56560,58584.543,-4.83
-56602,58626.1914,-4.6
-56641,58665.6016,-5.19
-56683,58707.2227,-5.44
-56725,58749.6953,-5.64
-56767,58791.8008,-4.89
-56809,58833.9961,-5.93
-56853,58877.2422,-5.8
-56897,58921.2344,-6.08
-56942,58966.1328,-5.78
-56986,59010.1328,-5.9
-57030,59054.2305,-5.8
-57074,59098.1211,-5.71
-57117,59141.4062,-5.41
-57160,59184.0117,-5.36
-57202,59226.6641,-7.08
-57251,59275.4883,-4.53
-57291,59315.6289,-6.16
-57336,59360.0508,-6.26
-57382,59406.9336,-7.3
-57430,59454.8594,-6.1
-57475,59499.8945,-4.82
-57518,59542.8672,-6.28
-57563,59587.5234,-6.55
-57610,59634.2266,-6.19
-57655,59679.9297,-5.85
-57700,59724.5,-7.15
-57749,59773.7461,-6.9
-57797,59821.4883,-5.32
-57841,59865.0938,-5.9
-57884,59908.875,-5.92
-57929,59953.0469,-5.72
-57974,59998.5,-7.27
-58022,60046.4023,-6.35
-58069,60093.9414,-6.78
-58117,60141.6875,-6.67
-58165,60189.7578,-7.25
-58215,60239.8398,-7.33
-58266,60290.3477,-6.92
-58315,60339.293,-6.66
-58363,60387.1992,-7.48
-58414,60438.4062,-6.97
-58463,60487.5586,-6.25
-58509,60533.7383,-7.25
-58559,60583.832,-6.73
-58607,60631.6719,-6.07
-58652,60676.8906,-5.79
-58698,60722.5039,-7.22
-58747,60771.0156,-6.91
-58796,60820.5742,-7.24
-58846,60870.9492,-7.52
-58897,60921.4961,-6.68
-58946,60970.0117,-6.45
-58993,61017.9102,-7.13
-59043,61067.832,-7.77
-59094,61118.5195,-6.43
-59143,61167.6445,-7.13
-59192,61216.4531,-6.86
-59241,61265.7539,-7.09
-59291,61315.5508,-7.32
-59342,61366.2344,-7.39
-59392,61416.9297,-7.01
-59444,61468.0898,-8.11
-59497,61521.0469,-7.6
-59549,61573.2266,-6.96
-59599,61623.7539,-7.44
-59651,61675.1328,-7.77
-59703,61727.6953,-7.52
-59755,61779.668,-7.26
-59807,61831.0195,-7.62
-59859,61883.3164,-7.77
-59912,61936.875,-8.37
-59968,61992.75,-8.22
-60024,62048.4961,-8.94
-60083,62107.293,-8.17
-60139,62163.0234,-7.94
-60193,62217.5664,-8.05
-60248,62272.3867,-8.19
-60304,62328.2148,-8.6
-60361,62385.7188,-8.86
-60420,62444.582,-8.57
-60477,62501.957,-7.25
-60529,62553.7734,-8.91
-60588,62612.7383,-8.89
-60648,62672.1523,-8.85
-60707,62731.0703,-8.53
-60764,62788.707,-8.24
-60821,62845.3164,-9.17
-60882,62906.2109,-9.47
-60944,62968.0898,-8.6
-61002,63026.7656,-8.41
-61062,63086.0156,-10.19
-61129,63153.1367,-9.27
-61191,63215.0586,-9.22
-61252,63276.9414,-9.41
-61315,63339.0312,-8.95
-61375,63399.6562,-9.3
-61437,63461.5469,-9.05
-61498,63522.2148,-8.83
-61557,63581.5664,-8.49
-61613,63637.9297,-6.68
-61665,63689.0,-6.82
-61715,63739.7383,-8.34
-61769,63793.6562,-6.63
-61820,63844.9414,-8.87
-61878,63902.8789,-7.88
-61933,63957.6094,-7.86
-61987,64011.668,-7.12
-62039,64063.0898,-7.45
-62092,64116.2695,-8.53
-62150,64174.1406,-9.08
-62209,64233.9023,-8.38
-62268,64292.4023,-8.78
-62327,64351.7773,-9.32
-62389,64413.8828,-8.71
-62448,64472.9492,-8.24
-62506,64530.7852,-8.82
-62566,64590.2852,-9.11
-62627,64651.2305,-8.4
-62685,64709.375,-9.24
-62746,64770.7656,-8.3
-62805,64829.9609,-9.34
-62867,64891.4492,-9.01
-62928,64952.8672,-8.82
-62989,65013.0859,-8.89
-63048,65072.4062,-7.72
-63103,65127.8555,-7.72
-63160,65184.793,-9.77
-63223,65247.0781,-8.36
-63282,65306.0664,-9.03
-63343,65367.1445,-8.67
-63403,65427.3438,-9.14
-63465,65489.3438,-9.42
-63528,65552.5625,-8.79
-63589,65613.4141,-9.56
-63652,65676.8359,-8.46
-63713,65737.0625,-9.0
-63774,65798.3047,-9.36
-63837,65861.8047,-9.59
-63902,65926.0625,-8.78
-63963,65987.8906,-9.29
-64026,66050.9297,-9.58
-64091,66115.9219,-9.48
-64156,66180.2969,-9.17
-64220,66244.1328,-9.81
-64286,66310.1953,-9.2
-64349,66373.2109,-9.11
-64411,66435.5312,-8.83
-64473,66497.0469,-9.04
-64534,66558.8203,-7.85
-64591,66615.3672,-9.71
-64655,66679.9922,-8.67
-64717,66741.1094,-8.46
-64776,66800.9688,-9.21
-64839,66863.8516,-9.23
-64902,66926.6562,-8.5
-64963,66987.375,-9.01
-65025,67049.625,-9.61
-65090,67114.9453,-8.82
-65153,67177.0547,-9.39
-65217,67241.1172,-9.26
-65281,67305.3516,-9.44
-65346,67370.0156,-8.86
-65408,67432.1406,-8.9
-65470,67494.6094,-9.4
-65534,67558.8984,-8.78
-65595,67619.8125,-7.81
-65653,67677.7422,-9.11
-65715,67739.8203,-9.12
-65779,67803.4297,-9.32
-65842,67866.9688,-7.12
-65897,67921.8203,-8.87
-65958,67982.3984,-8.6
-66018,68042.9219,-8.27
-66078,68102.5938,-9.06
-66141,68165.4844,-9.63
-66208,68232.1172,-9.51
-66274,68298.25,-9.31
-66339,68363.4453,-7.79
-66395,68419.9219,-8.04
-66453,68477.3594,-7.92
-66510,68534.1641,-7.59
-66566,68590.5234,-8.15
-66623,68647.8828,-7.77
-66681,68705.1094,-8.6
-66741,68765.5391,-8.14
-66801,68825.1797,-9.42
-66865,68889.5547,-8.96
-66929,68953.3359,-8.92
-66992,69016.7031,-9.71
-67059,69083.4688,-8.85
-67124,69148.0078,-9.67
-67190,69214.8828,-8.75
-67253,69277.6875,-9.22
-67318,69342.0547,-8.99
-67382,69406.0,-8.89
-67444,69468.4141,-7.26
-67500,69524.3672,-8.49
-67560,69584.6406,-8.8
-67622,69646.5234,-8.34
-67682,69706.2344,-6.91
-67735,69759.75,-7.58
-67791,69815.4766,-7.27
-67846,69870.2891,-7.94
-67904,69928.1562,-8.07
-67962,69986.5703,-7.49
-68019,70043.2344,-7.69
-68075,70099.3594,-7.34
-68130,70154.8047,-7.72
-68187,70211.2266,-6.79
-68239,70263.5781,-6.66
-68291,70315.2734,-7.55
-68346,70370.4219,-6.28
-68397,70421.1953,-6.69
-68448,70472.625,-6.61
-68499,70523.8828,-6.41
-68549,70573.5156,-5.2
-68595,70619.875,-6.04
-68644,70668.0078,-5.61
-68690,70714.9922,-5.63
-68737,70761.8047,-5.05
-68782,70806.5703,-5.5
-68828,70852.7109,-5.53
-68875,70899.6016,-5.98
-68923,70947.1172,-5.41
-68972,70996.0703,-7.72
-69026,71050.4062,-7.27
-69080,71104.25,-5.25
-69128,71152.4219,-7.09
-69180,71204.4922,-6.41
-69231,71255.5312,-6.21
-69281,71305.3203,-6.01
-69330,71354.3516,-6.04
-69380,71404.0547,-7.05
-69433,71457.3984,-7.19
-69488,71512.0156,-6.78
-69540,71564.7422,-6.88
-69593,71617.5234,-5.85
-69642,71666.4141,-6.71
-69694,71718.625,-6.84
-69747,71771.4922,-6.65
-69800,71824.0625,-7.0
-69853,71877.6172,-6.9
-69906,71930.8203,-6.6
-69959,71983.6953,-7.09
-70013,72037.8594,-7.28
-70068,72092.7891,-6.94
-70124,72148.0547,-8.05
-70182,72206.0703,-7.05
-70237,72261.1719,-7.59
-70294,72318.2344,-7.3
-70350,72374.9219,-8.24
-70412,72436.87,-8.89
-70476,72500.08,-7.9
-70536,72560.28,-8.14
-70596,72620.88,-8.32
-70658,72682.3,-8.19
