Year,ECD3_bp,CH4_ppb
-421069,423093,660
-421401,423425,649
-421876,423900,622
-422266,424290,598
-422458,424482,604
-422766,424790,618
-422934,424958,605
-423017,425041,584
-423224,425248,498
-423279,425303,503
-423663,425687,508
-424077,426101,457
-424447,426471,463
-424663,426687,459
-425132,427156,465
-425435,427459,412
-425901,427925,418
-426829,428853,472
-427183,429207,406
-427839,429863,382
-428083,430107,380
-428848,430872,385
-429244,431268,394
-429964,431988,389
-431120,433144,392
-432152,434176,381
-433365,435389,381
-434513,436537,385
-435708,437732,395
-436481,438505,392
-438146,440170,405
-438720,440744,400
-439926,441950,438
-441117,443141,439
-441583,443607,439
-442236,444260,491
-442632,444656,427
-443273,445297,409
-443812,445836,452
-444629,446653,474
-444981,447005,506
-445664,447688,427
-446738,448762,389
-447962,449986,381
-449151,451175,384
-450249,452273,403
-451474,453498,426
-451942,453966,486
-452736,454760,468
-453290,455314,434
-454061,456085,412
-455474,457498,408
-456941,458965,398
-458210,460234,409
-458767,460791,424
-459597,461621,521
-460140,462164,463
-460897,462921,491
-462300,464324,448
-463719,465743,442
-465120,467144,491
-465727,467751,491
-466430,468454,430
-467473,469497,443
-468523,470547,482
-469662,471686,482
-470676,472700,440
-471724,473748,456
-472782,474806,475
-473834,475858,504
-474822,476846,517
-475725,477749,528
-476752,478776,496
-477760,479784,531
-478135,480159,504
-478687,480711,492
-479602,481626,504
-480458,482482,507
-481327,483351,516
-482156,484180,544
-482970,484994,543
-483767,485791,569
-484505,486529,583
-485270,487294,583
-485983,488007,615
-486693,488717,624
-487434,489458,588
-488165,490189,558
-488880,490904,584
-489656,491680,534
-490438,492462,501
-491212,493236,500
-491993,494017,517
-492788,494812,496
-493563,495587,514
-494322,496346,522
-495060,497084,516
-495823,497847,506
-496577,498601,509
-497326,499350,499
-498068,500092,496
-498827,500851,512
-499621,501645,522
-500299,502323,517
-501088,503112,515
-501855,503879,549
-502530,504554,566
-503205,505229,524
-503999,506023,579
-504742,506766,601
-505450,507474,573
-506165,508189,582
-506957,508981,557
-507715,509739,533
-508492,510516,520
-509240,511264,495
-509976,512000,487
-510717,512741,486
-511447,513471,488
-512168,514192,496
-512855,514879,507
-513545,515569,519
-513808,515832,483
-514179,516203,477
-514454,516478,501
-514822,516846,508
-515467,517491,507
-516095,518119,512
-516722,518746,499
-518647,520671,524
-519311,521335,522
-519955,521979,535
-520640,522664,516
-521367,523391,534
-522128,524152,518
-522873,524897,534
-523635,525659,538
-524364,526388,541
-525140,527164,529
-525928,527952,518
-526244,528268,520
-526751,528775,464
-527624,529648,441
-528619,530643,450
-529680,531704,420
-530766,532790,422
-531901,533925,458
-532968,534992,449
-534188,536212,490
-535288,537312,497
-535779,537803,467
-536460,538484,448
-536985,539009,415
-537669,539693,400
-538846,540870,391
-540030,542054,408
-541241,543265,405
-542398,544422,427
-543499,545523,418
-544707,546731,409
-545584,547608,390
-546587,548611,434
-547504,549528,456
-548353,550377,472
-549147,551171,477
-549988,552012,491
-550370,552394,443
-550730,552754,431
-551369,553393,471
-552016,554040,501
-552630,554654,519
-553173,555197,557
-553664,555688,578
-554168,556192,575
-554778,556802,531
-555223,557247,496
-555723,557747,443
-556227,558251,443
-556745,558769,468
-557290,559314,492
-557811,559835,501
-558291,560315,516
-558500,560524,511
-558972,560996,464
-559453,561477,484
-559692,561716,486
-560138,562162,497
-560549,562573,495
-560969,562993,532
-561394,563418,529
-561781,563805,554
-562185,564209,550
-562572,564596,579
-562959,564983,581
-563335,565359,589
-563735,565759,577
-564108,566132,627
-564501,566525,618
-564889,566913,626
-565268,567292,620
-565642,567666,603
-566037,568061,615
-566430,568454,613
-566821,568845,589
-567209,569233,590
-567598,569622,589
-567997,570021,588
-568419,570443,580
-568816,570840,597
-569229,571253,594
-569652,571676,610
-570051,572075,604
-570475,572499,614
-570899,572923,612
-571312,573336,613
-571749,573773,598
-572197,574221,620
-572646,574670,605
-573097,575121,600
-573573,575597,581
-574039,576063,589
-574553,576577,584
-575052,577076,597
-575583,577607,579
-576100,578124,602
-576642,578666,602
-577199,579223,618
-577788,579812,609
-578004,580028,521
-578373,580397,505
-579114,581138,484
-580024,582048,488
-580956,582980,482
-584417,586441,470
-585596,587620,451
-586665,588689,468
-587886,589910,480
-588430,590454,428
-590204,592228,483
-591388,593412,510
-592512,594536,539
-593159,595183,463
-593950,595974,448
-595324,597348,465
-595984,598008,496
-596845,598869,544
-598281,600305,534
-599695,601719,542
-601116,603140,526
-602512,604536,503
-603907,605931,533
-605205,607229,538
-606475,608499,578
-606941,608965,577
-607637,609661,583
-608839,610863,593
-610005,612029,620
-611220,613244,601
-612403,614427,620
-613630,615654,617
-615003,617027,611
-616396,618420,604
-617730,619754,602
-619097,621121,609
-619746,621770,627
-620626,622650,661
-621230,623254,618
-622067,624091,572
-622646,624670,573
-623521,625545,478
-624070,626094,474
-625076,627100,386
-627140,629164,356
-629795,631819,376
-632347,634371,361
-634927,636951,373
-637649,639673,373
-640489,642513,369
-641234,643258,386
-642525,644549,429
-644706,646730,429
-646942,648966,426
-648727,650751,414
-650705,652729,409
-652531,654555,397
-654141,656165,414
-654857,656881,398
-655795,657819,344
-657454,659478,359
-659084,661108,402
-660574,662598,384
-662084,664108,414
-664268,666292,376
-665030,667054,374
-665640,667664,365
-666376,668400,385
-666842,668866,390
-667679,669703,396
-668965,670989,489
-669050,671074,483
-669276,671300,439
-669974,671998,462
-670382,672406,471
-671113,673137,529
-671488,673512,512
-672164,674188,562
-672458,674482,564
-673159,675183,554
-673590,675614,551
-674206,676230,536
-674598,676622,455
-675023,677047,466
-675342,677366,464
-675914,677938,491
-676236,678260,495
-676882,678906,494
-677149,679173,500
-677246,679270,544
-677786,679810,460
-678161,680185,446
-678606,680630,466
-678896,680920,490
-679467,681491,482
-679822,681846,486
-680439,682463,505
-680703,682727,523
-680777,682801,543
-681310,683334,494
-681617,683641,498
-682105,684129,499
-682436,684460,504
-682912,684936,520
-683749,685773,508
-683975,685999,514
-684441,686465,521
-684737,686761,523
-685474,687498,538
-685936,687960,529
-686204,688228,527
-686635,688659,538
-686898,688922,542
-687346,689370,557
-687609,689633,540
-688033,690057,555
-688330,690354,549
-688757,690781,561
-689416,691440,584
-689672,691696,568
-690085,692109,570
-690353,692377,557
-690750,692774,596
-691006,693030,602
-691416,693440,590
-692055,694079,615
-692313,694337,629
-692699,694723,639
-692955,694979,635
-693349,695373,652
-693621,695645,632
-694030,696054,647
-694279,696303,643
-694693,696717,645
-694968,696992,624
-695658,697682,604
-696097,698121,605
-696324,698348,588
-697182,699206,604
-697607,699631,594
-697922,699946,566
-698396,700420,581
-698715,700739,578
-699253,701277,595
-699581,701605,571
-700102,702126,584
-700513,702537,594
-700968,702992,605
-701377,703401,582
-701926,703950,593
-702258,704282,588
-702911,704935,602
-703387,705411,585
-704027,706051,610
-704452,706476,610
-705203,707227,519
-705649,707673,505
-706420,708444,512
-706904,708928,521
-707681,709705,611
-707809,709833,568
-708191,710215,556
-709001,711025,591
-709619,711643,573
-710415,712439,588
-711060,713084,597
-711788,713812,593
-712239,714263,577
-713165,715189,570
-713700,715724,531
-714513,716537,435
-715245,717269,399
-716013,718037,403
-716685,718709,392
-717692,719716,408
-718583,720607,401
-719308,721332,491
-719971,721995,515
-721022,723046,566
-721738,723762,560
-722423,724447,581
-722970,724994,478
-723919,725943,561
-724545,726569,504
-725230,727254,541
-725757,727781,531
-726503,728527,559
-726923,728947,530
-727804,729828,551
-728293,730317,545
-729077,731101,538
-729492,731516,512
-730196,732220,537
-730511,732535,521
-731209,733233,525
-731698,733722,530
-732244,734268,519
-732638,734662,520
-733151,735175,531
-733574,735598,518
-734107,736131,541
-734463,736487,546
-734973,736997,561
-735336,737360,542
-735872,737896,508
-736180,738204,423
-736869,738893,407
-737323,739347,408
-737860,739884,403
-738262,740286,411
-738918,740942,414
-739473,741497,388
-740121,742145,409
-740553,742577,402
-741257,743281,422
-741756,743780,439
-742362,744386,422
-742824,744848,421
-743522,745546,432
-744055,746079,415
-744653,746677,428
-745100,747124,402
-745766,747790,405
-746283,748307,392
-746920,748944,409
-747370,749394,378
-748095,750119,400
-748653,750677,408
-749304,751328,428
-749805,751829,401
-750618,752642,431
-752070,754094,410
-752399,754423,406
-753190,755214,429
-753665,755689,445
-754371,756395,419
-754836,756860,439
-755045,757069,473
-755266,757290,480
-755558,757582,505
-756050,758074,498
-756193,758217,498
-756432,758456,486
-756867,758891,421
-757250,759274,434
-758065,760089,462
-758686,760710,454
-759624,761648,473
-760089,762113,474
-760877,762901,521
-761513,763537,538
-761868,763892,556
-762193,764217,549
-762635,764659,563
-762798,764822,518
-763134,765158,535
-763272,765296,500
-763555,765579,470
-763936,765960,462
-764296,766320,467
-765121,767145,519
-765671,767695,486
-766741,768765,568
-767350,769374,570
-767630,769654,587
-767777,769801,616
-768130,770154,622
-768344,770368,630
-768652,770676,632
-768981,771005,647
-769255,771279,639
-769591,771615,556
-769879,771903,543
-770064,772088,539
-770249,772273,530
-771049,773073,566
-771682,773706,549
-772575,774599,583
-773296,775320,577
-774044,776068,618
-774605,776629,601
-775460,777484,658
-776082,778106,681
-776810,778834,614
-777333,779357,598
-778145,780169,616
-778795,780819,630
-779683,781707,633
-780007,782031,623
-780901,782925,639
-781478,783502,618
-782158,784182,653
-782690,784714,639
-783436,785460,686
-784010,786034,677
-784540,786564,723
-784590,786614,739
-784699,786723,699
-784988,787012,713
-785723,787747,659
-786173,788197,589
-786865,788889,562
-787312,789336,543
-788088,790112,540
-788740,790764,483
-789427,791451,503
-790045,792069,466
-790877,792901,470
-791646,793670,451
-792450,794474,420
-792988,795012,428
-794370,796394,418
-795327,797351,396
-796467,798491,458
-797446,799470,399
