,Year,ECD3_bp,temp,temp_anomality
113,831,1192.228,-56.24999999999997,-0.47810596777438263
114,817,1206.48,-54.14999999999998,1.6218940322256117
115,803,1220.385,-56.64999999999998,-0.8781059677743883
116,789,1234.21,-56.04999999999998,-0.278105967774394
117,776,1247.811,-54.849999999999966,0.921894032225623
118,762,1261.738,-54.74999999999997,1.0218940322256174
119,748,1275.327,-54.849999999999966,0.921894032225623
120,734,1289.092,-56.24999999999997,-0.47810596777438263
121,720,1303.273,-55.14999999999998,0.6218940322256117
122,706,1317.449,-55.349999999999966,0.42189403222562305
123,691,1332.053,-55.44999999999999,0.3218940322256003
124,677,1346.603,-55.849999999999966,-0.07810596777437695
125,662,1361.152,-56.04999999999998,-0.278105967774394
126,647,1376.045,-54.54999999999998,1.221894032225606
127,634,1389.817,-55.54999999999998,0.221894032225606
128,619,1404.151,-54.849999999999966,0.921894032225623
129,605,1418.162,-55.849999999999966,-0.07810596777437695
130,592,1431.836,-54.14999999999998,1.6218940322256117
131,578,1445.821,-54.849999999999966,0.921894032225623
132,564,1459.811,-55.849999999999966,-0.07810596777437695
133,550,1473.806,-55.74999999999997,0.021894032225617366
134,534,1489.617,-56.24999999999997,-0.47810596777438263
135,518,1505.53,-56.44999999999999,-0.6781059677743997
136,502,1521.451,-56.14999999999998,-0.3781059677743883
137,487,1536.64,-54.64999999999998,1.1218940322256117
138,471,1552.122,-56.64999999999998,-0.8781059677743883
139,456,1567.617,-56.04999999999998,-0.278105967774394
140,440,1583.198,-56.24999999999997,-0.47810596777438263
141,425,1598.834,-55.94999999999999,-0.1781059677743997
142,409,1614.486,-54.849999999999966,0.921894032225623
143,393,1630.402,-56.64999999999998,-0.8781059677743883
144,378,1645.892,-55.64999999999998,0.12189403222561168
145,362,1661.755,-55.44999999999999,0.3218940322256003
146,346,1677.929,-56.849999999999966,-1.078105967774377
147,329,1694.539,-56.54999999999998,-0.778105967774394
148,312,1711.175,-54.94999999999999,0.8218940322256003
149,296,1727.893,-56.94999999999999,-1.1781059677743997
150,280,1743.896,-55.349999999999966,0.42189403222562305
151,264,1759.574,-55.349999999999966,0.42189403222562305
152,248,1775.843,-56.54999999999998,-0.778105967774394
153,230,1793.291,-56.24999999999997,-0.47810596777438263
154,213,1810.397,-55.849999999999966,-0.07810596777437695
155,196,1827.243,-55.64999999999998,0.12189403222561168
156,180,1843.379,-55.14999999999998,0.6218940322256117
157,164,1859.877,-57.14999999999998,-1.3781059677743883
158,147,1876.735,-55.44999999999999,0.3218940322256003
159,129,1894.513,-56.74999999999997,-0.9781059677743826
160,112,1911.917,-56.74999999999997,-0.9781059677743826
161,95,1928.906,-55.349999999999966,0.42189403222562305
162,78,1945.526,-56.74999999999997,-0.9781059677743826
163,61,1962.512,-53.94999999999999,1.8218940322256003
164,44,1979.122,-55.74999999999997,0.021894032225617366
165,28,1995.089,-55.74999999999997,0.021894032225617366
166,13,2010.711,-56.14999999999998,-0.3781059677743883
167,-3,2027.737,-55.54999999999998,0.221894032225606
168,-20,2044.831,-56.04999999999998,-0.278105967774394
169,-37,2061.929,-56.44999999999999,-0.6781059677743997
170,-55,2079.404,-56.74999999999997,-0.9781059677743826
171,-73,2097.194,-55.74999999999997,0.021894032225617366
172,-91,2115.366,-56.64999999999998,-0.8781059677743883
173,-108,2132.349,-54.04999999999998,1.721894032225606
174,-125,2149.403,-56.44999999999999,-0.6781059677743997
175,-142,2166.459,-56.44999999999999,-0.6781059677743997
176,-159,2183.946,-55.24999999999997,0.5218940322256174
177,-177,2201.17,-56.349999999999966,-0.578105967774377
178,-194,2218.764,-56.04999999999998,-0.278105967774394
179,-212,2236.928,-56.74999999999997,-0.9781059677743826
180,-231,2255.506,-56.14999999999998,-0.3781059677743883
181,-249,2273.454,-56.14999999999998,-0.3781059677743883
182,-266,2290.423,-55.54999999999998,0.221894032225606
183,-283,2307.749,-54.849999999999966,0.921894032225623
184,-300,2324.719,-55.44999999999999,0.3218940322256003
185,-318,2342.024,-56.04999999999998,-0.278105967774394
186,-335,2359.687,-55.54999999999998,0.221894032225606
187,-354,2378.155,-57.74999999999997,-1.9781059677743826
188,-374,2398.155,-57.14999999999998,-1.3781059677743883
189,-394,2418.158,-56.349999999999966,-0.578105967774377
190,-413,2437.171,-56.54999999999998,-0.778105967774394
191,-431,2455.69,-56.64999999999998,-0.8781059677743883
192,-450,2474.787,-57.64999999999998,-1.8781059677743883
193,-470,2494.419,-56.44999999999999,-0.6781059677743997
194,-490,2514.054,-55.74999999999997,0.021894032225617366
195,-509,2533.158,-56.349999999999966,-0.578105967774377
196,-527,2551.49,-56.349999999999966,-0.578105967774377
197,-546,2570.178,-55.54999999999998,0.221894032225606
198,-563,2587.759,-56.14999999999998,-0.3781059677743883
199,-580,2604.991,-54.74999999999997,1.0218940322256174
200,-598,2622.615,-55.849999999999966,-0.07810596777437695
201,-616,2640.453,-55.14999999999998,0.6218940322256117
202,-634,2658.294,-56.44999999999999,-0.6781059677743997
203,-651,2675.936,-55.349999999999966,0.42189403222562305
204,-669,2693.218,-54.849999999999966,0.921894032225623
205,-686,2710.503,-55.64999999999998,0.12189403222561168
206,-704,2728.309,-55.849999999999966,-0.07810596777437695
207,-723,2747.049,-56.24999999999997,-0.47810596777438263
208,-741,2765.426,-55.849999999999966,-0.07810596777437695
209,-759,2783.281,-56.54999999999998,-0.778105967774394
210,-777,2801.333,-54.44999999999999,1.3218940322256003
211,-795,2819.035,-54.74999999999997,1.0218940322256174
212,-811,2835.538,-54.849999999999966,0.921894032225623
213,-827,2851.985,-54.74999999999997,1.0218940322256174
214,-844,2868.765,-55.64999999999998,0.12189403222561168
215,-861,2885.569,-54.349999999999966,1.421894032225623
216,-878,2902.377,-54.54999999999998,1.221894032225606
217,-895,2919.188,-54.54999999999998,1.221894032225606
218,-913,2937.372,-55.64999999999998,0.12189403222561168
219,-930,2954.88,-56.349999999999966,-0.578105967774377
220,-948,2972.493,-56.64999999999998,-0.8781059677743883
221,-966,2990.62,-55.14999999999998,0.6218940322256117
222,-985,3009.475,-55.349999999999966,0.42189403222562305
223,-1004,3028.216,-56.04999999999998,-0.278105967774394
224,-1023,3047.25,-56.54999999999998,-0.778105967774394
225,-1042,3066.287,-55.64999999999998,0.12189403222561168
226,-1060,3084.929,-56.14999999999998,-0.3781059677743883
227,-1079,3103.481,-55.54999999999998,0.221894032225606
228,-1097,3121.953,-55.54999999999998,0.221894032225606
229,-1115,3139.873,-55.74999999999997,0.021894032225617366
230,-1133,3157.797,-55.04999999999998,0.721894032225606
231,-1151,3175.805,-54.74999999999997,1.0218940322256174
232,-1169,3193.333,-54.44999999999999,1.3218940322256003
233,-1186,3210.864,-57.14999999999998,-1.3781059677743883
234,-1206,3230.241,-56.54999999999998,-0.778105967774394
235,-1227,3251.139,-56.94999999999999,-1.1781059677743997
236,-1248,3272.229,-55.04999999999998,0.721894032225606
237,-1267,3291.67,-56.44999999999999,-0.6781059677743997
238,-1287,3311.115,-57.44999999999999,-1.6781059677743997
239,-1307,3331.018,-55.24999999999997,0.5218940322256174
240,-1326,3350.601,-56.44999999999999,-0.6781059677743997
241,-1346,3370.536,-56.74999999999997,-0.9781059677743826
242,-1365,3389.728,-54.94999999999999,0.8218940322256003
243,-1385,3409.292,-56.349999999999966,-0.578105967774377
244,-1405,3429.269,-57.14999999999998,-1.3781059677743883
245,-1425,3449.293,-55.64999999999998,0.12189403222561168
246,-1445,3469.691,-55.94999999999999,-0.1781059677743997
247,-1465,3489.309,-56.14999999999998,-0.3781059677743883
248,-1484,3508.932,-55.849999999999966,-0.07810596777437695
249,-1504,3528.226,-55.64999999999998,0.12189403222561168
250,-1522,3546.768,-55.24999999999997,0.5218940322256174
251,-1541,3565.67,-56.74999999999997,-0.9781059677743826
252,-1560,3584.318,-54.349999999999966,1.421894032225623
253,-1578,3602.914,-55.54999999999998,0.221894032225606
254,-1597,3621.602,-55.94999999999999,-0.1781059677743997
255,-1616,3640.928,-55.54999999999998,0.221894032225606
256,-1636,3660.616,-56.349999999999966,-0.578105967774377
257,-1655,3679.297,-54.74999999999997,1.0218940322256174
258,-1673,3697.431,-54.849999999999966,0.921894032225623
259,-1691,3715.569,-55.44999999999999,0.3218940322256003
260,-1709,3733.503,-55.04999999999998,0.721894032225606
261,-1727,3751.719,-54.64999999999998,1.1218940322256117
262,-1745,3769.606,-56.64999999999998,-0.8781059677743883
263,-1763,3787.807,-54.24999999999997,1.5218940322256174
264,-1782,3806.356,-54.349999999999966,1.421894032225623
265,-1800,3824.828,-57.24999999999997,-1.4781059677743826
266,-1820,3844.297,-54.54999999999998,1.221894032225606
267,-1839,3863.41,-55.54999999999998,0.221894032225606
268,-1858,3882.621,-55.349999999999966,0.42189403222562305
269,-1878,3902.24,-56.349999999999966,-0.578105967774377
270,-1897,3921.506,-56.54999999999998,-0.778105967774394
271,-1917,3941.16,-54.94999999999999,0.8218940322256003
272,-1936,3960.813,-55.74999999999997,0.021894032225617366
273,-1956,3980.291,-56.14999999999998,-0.3781059677743883
274,-1976,4000.29,-55.849999999999966,-0.07810596777437695
275,-1996,4020.279,-56.04999999999998,-0.278105967774394
276,-2015,4039.551,-55.24999999999997,0.5218940322256174
277,-2035,4059.184,-56.24999999999997,-0.47810596777438263
278,-2054,4078.712,-56.24999999999997,-0.47810596777438263
279,-2073,4097.769,-54.849999999999966,0.921894032225623
280,-2093,4117.189,-54.849999999999966,0.921894032225623
281,-2112,4136.473,-56.74999999999997,-0.9781059677743826
282,-2131,4155.742,-54.74999999999997,1.0218940322256174
283,-2150,4174.982,-54.849999999999966,0.921894032225623
284,-2169,4193.779,-56.24999999999997,-0.47810596777438263
285,-2188,4212.935,-56.04999999999998,-0.278105967774394
286,-2208,4232.16,-55.54999999999998,0.221894032225606
287,-2227,4251.41,-55.14999999999998,0.6218940322256117
288,-2246,4270.69,-57.14999999999998,-1.3781059677743883
289,-2266,4290.299,-54.94999999999999,0.8218940322256003
290,-2285,4309.912,-54.349999999999966,1.421894032225623
291,-2304,4328.808,-55.849999999999966,-0.07810596777437695
292,-2323,4347.049,-54.24999999999997,1.5218940322256174
293,-2341,4365.295,-56.14999999999998,-0.3781059677743883
294,-2361,4385.389,-56.64999999999998,-0.8781059677743883
295,-2381,4405.952,-55.64999999999998,0.12189403222561168
296,-2402,4426.055,-55.349999999999966,0.42189403222562305
297,-2421,4445.293,-55.54999999999998,0.221894032225606
298,-2440,4464.536,-55.94999999999999,-0.1781059677743997
299,-2460,4484.467,-56.54999999999998,-0.778105967774394
300,-2480,4504.602,-55.24999999999997,0.5218940322256174
301,-2500,4524.283,-54.24999999999997,1.5218940322256174
302,-2518,4542.793,-56.04999999999998,-0.278105967774394
303,-2537,4561.643,-54.849999999999966,0.921894032225623
304,-2556,4580.99,-56.349999999999966,-0.578105967774377
305,-2576,4600.883,-56.04999999999998,-0.278105967774394
306,-2596,4620.795,-56.44999999999999,-0.6781059677743997
307,-2616,4640.824,-55.54999999999998,0.221894032225606
308,-2636,4660.851,-55.44999999999999,0.3218940322256003
309,-2656,4680.959,-55.349999999999966,0.42189403222562305
310,-2676,4700.514,-56.14999999999998,-0.3781059677743883
311,-2696,4720.086,-55.64999999999998,0.12189403222561168
312,-2715,4739.821,-55.74999999999997,0.021894032225617366
313,-2735,4759.918,-55.94999999999999,-0.1781059677743997
314,-2755,4779.503,-54.64999999999998,1.1218940322256117
315,-2774,4798.971,-56.349999999999966,-0.578105967774377
316,-2794,4818.443,-56.849999999999966,-1.078105967774377
317,-2815,4839.613,-55.849999999999966,-0.07810596777437695
318,-2836,4860.405,-55.94999999999999,-0.1781059677743997
319,-2857,4881.201,-56.74999999999997,-0.9781059677743826
320,-2878,4902.386,-55.94999999999999,-0.1781059677743997
321,-2898,4922.799,-54.94999999999999,0.8218940322256003
322,-2917,4941.695,-55.349999999999966,0.42189403222562305
323,-2936,4960.938,-55.74999999999997,0.021894032225617366
324,-2956,4980.053,-55.64999999999998,0.12189403222561168
325,-2975,4999.329,-55.24999999999997,0.5218940322256174
326,-2994,5018.966,-54.64999999999998,1.1218940322256117
327,-3014,5038.337,-56.04999999999998,-0.278105967774394
328,-3033,5057.706,-56.24999999999997,-0.47810596777438263
329,-3053,5077.803,-55.94999999999999,-0.1781059677743997
330,-3073,5097.971,-55.849999999999966,-0.07810596777437695
331,-3094,5118.142,-55.24999999999997,0.5218940322256174
332,-3114,5138.538,-56.54999999999998,-0.778105967774394
333,-3134,5158.561,-55.849999999999966,-0.07810596777437695
334,-3154,5178.659,-55.74999999999997,0.021894032225617366
335,-3174,5198.103,-55.349999999999966,0.42189403222562305
336,-3193,5217.911,-55.04999999999998,0.721894032225606
337,-3212,5236.511,-54.94999999999999,0.8218940322256003
338,-3231,5255.065,-55.349999999999966,0.42189403222562305
339,-3250,5274.425,-56.04999999999998,-0.278105967774394
340,-3270,5294.527,-55.74999999999997,0.021894032225617366
341,-3291,5315.007,-56.94999999999999,-1.1781059677743997
342,-3311,5335.212,-55.849999999999966,-0.07810596777437695
343,-3331,5355.809,-54.849999999999966,0.921894032225623
344,-3351,5375.296,-55.74999999999997,0.021894032225617366
345,-3370,5394.341,-54.849999999999966,0.921894032225623
346,-3389,5413.041,-55.849999999999966,-0.07810596777437695
347,-3408,5432.3,-55.54999999999998,0.221894032225606
348,-3427,5451.271,-55.04999999999998,0.721894032225606
349,-3447,5471.244,-57.64999999999998,-1.8781059677743883
350,-3469,5493.297,-56.64999999999998,-0.8781059677743883
351,-3491,5515.759,-56.849999999999966,-1.078105967774377
352,-3512,5536.486,-55.64999999999998,0.12189403222561168
353,-3533,5557.554,-56.849999999999966,-1.078105967774377
354,-3555,5579.312,-57.74999999999997,-1.9781059677743826
355,-3578,5602.154,-56.349999999999966,-0.578105967774377
356,-3598,5622.994,-55.54999999999998,0.221894032225606
357,-3617,5641.914,-54.349999999999966,1.421894032225623
358,-3636,5660.492,-55.849999999999966,-0.07810596777437695
359,-3656,5680.294,-55.44999999999999,0.3218940322256003
360,-3675,5699.928,-56.24999999999997,-0.47810596777438263
361,-3695,5719.956,-55.64999999999998,0.12189403222561168
362,-3715,5739.678,-55.74999999999997,0.021894032225617366
363,-3735,5759.76,-56.54999999999998,-0.778105967774394
364,-3755,5779.844,-54.94999999999999,0.8218940322256003
365,-3775,5799.564,-56.349999999999966,-0.578105967774377
366,-3795,5819.263,-54.14999999999998,1.6218940322256117
367,-3814,5838.035,-56.24999999999997,-0.47810596777438263
368,-3833,5857.149,-54.64999999999998,1.1218940322256117
369,-3851,5875.663,-54.54999999999998,1.221894032225606
370,-3870,5894.458,-56.54999999999998,-0.778105967774394
371,-3889,5913.274,-55.24999999999997,0.5218940322256174
372,-3907,5931.825,-54.94999999999999,0.8218940322256003
373,-3926,5950.713,-55.24999999999997,0.5218940322256174
374,-3946,5970.115,-56.04999999999998,-0.278105967774394
375,-3966,5990.514,-56.44999999999999,-0.6781059677743997
376,-3986,6010.72,-56.24999999999997,-0.47810596777438263
377,-4008,6032.378,-57.04999999999998,-1.278105967774394
378,-4030,6054.031,-56.04999999999998,-0.278105967774394
379,-4049,6073.476,-55.04999999999998,0.721894032225606
380,-4068,6092.945,-55.54999999999998,0.221894032225606
381,-4088,6112.733,-55.94999999999999,-0.1781059677743997
382,-4108,6132.818,-56.349999999999966,-0.578105967774377
383,-4129,6153.269,-55.44999999999999,0.3218940322256003
384,-4148,6172.723,-55.04999999999998,0.721894032225606
385,-4168,6192.461,-57.04999999999998,-1.278105967774394
386,-4188,6212.343,-54.74999999999997,1.0218940322256174
387,-4208,6232.061,-56.44999999999999,-0.6781059677743997
388,-4228,6252.139,-56.04999999999998,-0.278105967774394
389,-4248,6272.542,-56.24999999999997,-0.47810596777438263
390,-4268,6292.59,-55.44999999999999,0.3218940322256003
391,-4289,6313.261,-56.14999999999998,-0.3781059677743883
392,-4309,6333.763,-56.74999999999997,-0.9781059677743826
393,-4330,6354.476,-55.24999999999997,0.5218940322256174
394,-4350,6374.342,-55.74999999999997,0.021894032225617366
395,-4369,6393.849,-56.849999999999966,-1.078105967774377
396,-4391,6415.096,-57.04999999999998,-1.278105967774394
397,-4412,6436.943,-55.849999999999966,-0.07810596777437695
398,-4434,6458.196,-56.849999999999966,-1.078105967774377
399,-4455,6479.572,-56.24999999999997,-0.47810596777438263
400,-4476,6500.706,-55.94999999999999,-0.1781059677743997
401,-4495,6519.656,-54.74999999999997,1.0218940322256174
402,-4514,6538.951,-55.64999999999998,0.12189403222561168
403,-4535,6559.799,-57.24999999999997,-1.4781059677743826
404,-4557,6581.348,-56.849999999999966,-1.078105967774377
405,-4578,6602.572,-54.64999999999998,1.1218940322256117
406,-4598,6622.256,-55.94999999999999,-0.1781059677743997
407,-4617,6641.575,-56.74999999999997,-0.9781059677743826
408,-4639,6663.1,-56.24999999999997,-0.47810596777438263
409,-4660,6684.998,-57.74999999999997,-1.9781059677743826
410,-4682,6706.398,-55.74999999999997,0.021894032225617366
411,-4704,6728.114,-56.94999999999999,-1.1781059677743997
412,-4725,6749.613,-57.44999999999999,-1.6781059677743997
413,-4746,6770.223,-54.849999999999966,0.921894032225623
414,-4767,6791.217,-55.24999999999997,0.5218940322256174
415,-4787,6811.232,-55.74999999999997,0.021894032225617366
416,-4806,6830.85,-56.94999999999999,-1.1781059677743997
417,-4827,6851.976,-56.74999999999997,-0.9781059677743826
418,-4850,6874.074,-56.64999999999998,-0.8781059677743883
419,-4871,6895.476,-56.54999999999998,-0.778105967774394
420,-4892,6916.567,-56.04999999999998,-0.278105967774394
421,-4913,6937.65,-54.74999999999997,1.0218940322256174
422,-4932,6956.303,-55.74999999999997,0.021894032225617366
423,-4950,6974.514,-54.44999999999999,1.3218940322256003
424,-4969,6993.705,-56.14999999999998,-0.3781059677743883
425,-4990,7014.131,-56.24999999999997,-0.47810596777438263
426,-5010,7034.178,-56.64999999999998,-0.8781059677743883
427,-5031,7055.003,-55.94999999999999,-0.1781059677743997
428,-5051,7075.862,-55.74999999999997,0.021894032225617366
429,-5072,7096.629,-56.849999999999966,-1.078105967774377
430,-5093,7117.986,-56.44999999999999,-0.6781059677743997
431,-5115,7139.288,-56.14999999999998,-0.3781059677743883
432,-5136,7160.444,-56.54999999999998,-0.778105967774394
433,-5157,7181.219,-56.64999999999998,-0.8781059677743883
434,-5178,7202.452,-55.849999999999966,-0.07810596777437695
435,-5199,7223.687,-57.349999999999966,-1.578105967774377
436,-5222,7246.653,-58.44999999999999,-2.6781059677743997
437,-5247,7271.088,-56.74999999999997,-0.9781059677743826
438,-5269,7293.957,-56.349999999999966,-0.578105967774377
439,-5291,7315.901,-57.24999999999997,-1.4781059677743826
440,-5313,7337.706,-57.04999999999998,-1.278105967774394
441,-5336,7360.294,-56.849999999999966,-1.078105967774377
442,-5358,7382.123,-55.849999999999966,-0.07810596777437695
443,-5377,7401.17,-54.54999999999998,1.221894032225606
444,-5396,7420.564,-56.24999999999997,-0.47810596777438263
445,-5418,7442.109,-57.54999999999998,-1.778105967774394
446,-5440,7464.416,-56.44999999999999,-0.6781059677743997
447,-5462,7486.495,-57.24999999999997,-1.4781059677743826
448,-5485,7509.148,-57.14999999999998,-1.3781059677743883
449,-5507,7531.3,-55.64999999999998,0.12189403222561168
450,-5528,7552.614,-56.94999999999999,-1.1781059677743997
451,-5549,7573.581,-57.24999999999997,-1.4781059677743826
452,-5571,7595.442,-56.349999999999966,-0.578105967774377
453,-5593,7617.294,-55.44999999999999,0.3218940322256003
454,-5613,7637.298,-56.349999999999966,-0.578105967774377
455,-5632,7656.571,-54.74999999999997,1.0218940322256174
456,-5652,7676.029,-56.14999999999998,-0.3781059677743883
457,-5671,7695.172,-54.54999999999998,1.221894032225606
458,-5690,7714.308,-56.54999999999998,-0.778105967774394
459,-5711,7735.42,-57.14999999999998,-1.3781059677743883
460,-5733,7757.428,-56.24999999999997,-0.47810596777438263
461,-5754,7778.087,-55.849999999999966,-0.07810596777437695
462,-5773,7797.785,-54.94999999999999,0.8218940322256003
463,-5793,7817.395,-57.24999999999997,-1.4781059677743826
464,-5815,7839.226,-56.54999999999998,-0.778105967774394
465,-5837,7861.057,-54.64999999999998,1.1218940322256117
466,-5856,7880.7,-54.94999999999999,0.8218940322256003
467,-5875,7899.636,-57.44999999999999,-1.6781059677743997
468,-5896,7920.01,-56.44999999999999,-0.6781059677743997
469,-5918,7942.053,-56.849999999999966,-1.078105967774377
470,-5939,7963.915,-56.849999999999966,-1.078105967774377
471,-5960,7984.917,-55.74999999999997,0.021894032225617366
472,-5981,8005.912,-55.14999999999998,0.6218940322256117
473,-6001,8025.993,-55.94999999999999,-0.1781059677743997
474,-6021,8045.929,-56.44999999999999,-0.6781059677743997
475,-6042,8066.713,-56.64999999999998,-0.8781059677743883
476,-6064,8088.495,-56.849999999999966,-1.078105967774377
477,-6086,8110.476,-56.64999999999998,-0.8781059677743883
478,-6109,8133.149,-57.54999999999998,-1.778105967774394
479,-6131,8155.878,-56.24999999999997,-0.47810596777438263
480,-6155,8179.279,-58.44999999999999,-2.6781059677743997
481,-6178,8202.643,-56.54999999999998,-0.778105967774394
482,-6199,8223.741,-56.04999999999998,-0.278105967774394
483,-6220,8244.839,-56.74999999999997,-0.9781059677743826
484,-6243,8267.481,-57.44999999999999,-1.6781059677743997
485,-6266,8290.665,-57.94999999999999,-2.1781059677743997
